id,question,answer_source_type,source_artifacts,answer_free_text,Note
L3-Q-MED-015,NovaTech Laptop รุ่น NT-LT-001 (Powercell X3) เคยถูก recall ใช่ไหมครับ อยากทราบว่าใน dim_product_recall_history ของ SKU นี้มีการเปลี่ยน status (transition) ทั้งหมดกี่ครั้ง สถานะอะไรบ้าง และเปลี่ยนเมื่อวันที่เท่าไหร่ในแต่ละครั้ง? ขอตอบให้ครบทั้งจำนวน transition + รายชื่อ status ตามลำดับเวลา + วันที่ของแต่ละ transition ด้วยครับ,tables,tables/dim_product_recall_history.csv,คำตอบ: `NT-LT-001` เคยถูก recall ใช่ มี status history ทั้งหมด `3` records ตามลำดับเวลา: | order | status | transition_date | |---:|---|---| | 1 | `normal` | `2024-01-01` | | 2 | `active` | `2025-09-10` | | 3 | `completed` | `2025-10-15` | ถ้านับเฉพาะการเปลี่ยนสถานะจากสถานะก่อนหน้า จะมี `2` transitions: - `normal -> active` วันที่ `2025-09-10` - `active -> completed` วันที่ `2025-10-15` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/dim_product_recall_history.csv` - กรอง `sku_id = NT-LT-001` - เรียงตาม `transition_date`,
L3-Q-MED-016,ในปี 2025 (2568) อัตราการคืนสินค้าต่อสาขา คำนวณจาก (จำนวน return / จำนวน sales transaction) สำหรับแต่ละสาขา ในช่วง business_event_date ปี 2025 สาขาใดมีอัตราการคืนสูงสุด และสาขาใดมีอัตราการคืนต่ำสุด ขอ branch_code ของทั้งสองสาขา พร้อมเปอร์เซ็นต์อัตราการคืนของแต่ละสาขาด้วยครับ,tables,tables/FACT_SALES.csv; tables/FACT_RETURN.csv,"คำตอบ: คำนวณปี 2025 ด้วยสูตร: `return rate = จำนวน distinct return_id / จำนวน distinct sales txn_id` รวม `REMOTE` เพราะเป็น `branch_code` ใน `FACT_SALES` และ `FACT_RETURN` - สาขาที่ return rate สูงสุด: `HKT-FEST` - sales transactions: `3,970` - return events: `271` - return rate: `6.83%` - สาขาที่ return rate ต่ำสุด: `REMOTE` - sales transactions: `8,150` - return events: `316` - return rate: `3.88%` หมายเหตุ: ถ้าต้องการเฉพาะ physical branch และตัด `REMOTE` ออก สาขาที่ต่ำสุดคือ `KKC-CTRL` ที่ `4.97%` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES.csv` นับ distinct `txn_id` ปี 2025 ต่อ `branch_code` - ใช้ `tables/FACT_RETURN.csv` นับ distinct `return_id` ปี 2025 ต่อ `branch_code` - join ด้วย `branch_code` - คำนวณ `return_id count / txn_id count`",
L3-Q-MED-017,DN-LT-010 (Dawn flagship laptop) เป็น SKU ที่ทำรายได้สูงสุดของฟ้าใหม่ตลอดทั้งคลัง ขอตรวจรายการขายที่ใหญ่ที่สุดของรุ่นนี้ในระบบหน่อยครับ: ใน FACT_SALES_LINE_ITEM เมื่อ group by txn_id แล้ว transaction เดียวที่มียอดรวมเฉพาะ DN-LT-010 สูงที่สุดเป็นกี่บาท และในรายการนั้นขายไปกี่เครื่อง ขอเลขทั้งสองค่า (มูลค่า DN-LT-010 + จำนวนเครื่อง),tables,tables/FACT_SALES_LINE_ITEM.csv,"คำตอบ: สำหรับ `DN-LT-010` transaction ที่มียอดรวมเฉพาะ SKU นี้สูงสุดมีมูลค่า: - มูลค่า `DN-LT-010` สูงสุดต่อ transaction: `254,700` บาท - จำนวนเครื่องใน transaction นั้น: `3` เครื่อง มี transaction ที่ tie กันที่ยอดสูงสุดนี้ `4` รายการ: - `TXN-202411-09020300` - `TXN-202506-02002742` - `TXN-202508-12023200` - `TXN-202509-14028900` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` - กรอง `sku_id = DN-LT-010` - group by `txn_id` - sum `line_total_thb` และ sum `quantity` - เรียงยอดรวมจากมากไปน้อย",
L3-Q-MED-018,ในปี 2025 (พ.ศ. 2568) ค่าธรรมเนียมธนาคารทั้งหมดของฟ้าใหม่ที่บันทึกใน FACT_BANK_TRANSACTION (transaction_type='fee') มีกี่รายการ และยอดรวม (ผลรวมของ amount_thb ของรายการเหล่านั้น) เป็นเท่าไหร่ THB ครับ ขอตัวเลข 2 ค่า: จำนวนรายการ + ยอดรวม THB,tables,tables/FACT_BANK_TRANSACTION.csv,"คำตอบ: ในปี 2025 รายการค่าธรรมเนียมธนาคารใน `FACT_BANK_TRANSACTION` ที่ `transaction_type = fee` มี: - จำนวนรายการ: `24` - ผลรวม `amount_thb`: `-15,600` บาท หมายเหตุ: ค่าเป็นลบเพราะเป็นเงินออก/ค่าธรรมเนียม ถ้าดูเป็น cost แบบค่าสัมบูรณ์คือ `15,600` บาท ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_BANK_TRANSACTION.csv` - กรอง `business_event_date` อยู่ในปี 2025 - กรอง `transaction_type = fee` - count rows และ sum `amount_thb`",
L3-Q-MED-019,ในปี 2025 (พ.ศ. 2568) FahMai ขายสินค้า (sku_id) ที่แตกต่างกันกี่ตัวในแต่ละเดือนครับ ขอจำนวน SKU ที่ปรากฏใน FACT_SALES_LINE_ITEM (นับ DISTINCT sku_id) แยกตามเดือนของ business_event_date เป็น tuple 12 ค่าตามลำดับเดือนมกราคมถึงธันวาคม,tables,tables/FACT_SALES_LINE_ITEM.csv,"คำตอบ: จำนวน distinct `sku_id` ที่ขายในปี 2025 แยกตามเดือน มกราคมถึงธันวาคม คือ: `(109, 109, 109, 109, 109, 109, 110, 110, 110, 110, 110, 110)` แปลตามเดือน: | month | distinct sku_id | |---:|---:| | Jan | `109` | | Feb | `109` | | Mar | `109` | | Apr | `109` | | May | `109` | | Jun | `109` | | Jul | `110` | | Aug | `110` | | Sep | `110` | | Oct | `110` | | Nov | `110` | | Dec | `110` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` - กรอง `business_event_date` อยู่ในปี 2025 - แปลงเดือนจาก `business_event_date` - group by month - count distinct `sku_id`",
L3-Q-MED-020,ในปี 2025 (พ.ศ. 2568) วันใดของสัปดาห์ที่มีจำนวนรายการคืนสินค้า (return events) จากลูกค้าประเภท B2C มากที่สุดของฟ้าใหม่ครับ ขอตอบ 2 ค่า: (ก) ชื่อวันของสัปดาห์ และ (ข) จำนวนรายการคืนของวันนั้น (นับ return_id จาก FACT_RETURN หลัง join กับ DIM_CUSTOMER เพื่อกรอง customer_type='B2C' และ filter business_event_date อยู่ในปี 2025; group by day-of-week ของ business_event_date),tables,tables/FACT_RETURN.csv; tables/DIM_CUSTOMER.csv,คำตอบ: ในปี 2025 วันของสัปดาห์ที่มี return events จากลูกค้า B2C มากที่สุดคือ: - วัน: `Thursday` - จำนวน return events: `536` จำนวนตามวันของสัปดาห์: | day_of_week | return events | |---|---:| | Thursday | `536` | | Friday | `519` | | Monday | `499` | | Saturday | `496` | | Wednesday | `496` | | Tuesday | `492` | | Sunday | `486` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_RETURN.csv` - ใช้ `tables/DIM_CUSTOMER.csv` - join ด้วย `customer_id` - กรอง `customer_type = B2C` - กรอง `business_event_date` อยู่ในปี 2025 - group by day-of-week จาก `business_event_date` - นับ distinct `return_id`,
L3-Q-HARD-001,วันที่ 2025-04-05 ใน LINE WORKS thread ของทีม Finance / Ops มีการแจ้งเคส invoice ID ซ้ำหลัง schema cutover ของ vendor V-013 (PayWise) ขอให้ตอบ 3 ข้อนี้ครับ: (1) invoice ID ที่ถูกแจ้งว่าซ้ำคือเลขอะไร (2) ใน FACT_VENDOR_PAYMENT มี payment record กี่แถวที่ใช้ invoice ID เดียวกันนี้ และ (3) แต่ละแถวจ่ายเป็นจำนวนเงินเท่าไหร่ (THB) และ posting_date เป็นวันที่เท่าไหร่,docs; tables,docs/chat_line_works/lwt__DQ3-2025-04-05__2025-04-05__e0000.md; tables/FACT_VENDOR_PAYMENT.csv,"(1) Invoice ID ที่ซ้ำ: PW-INV-2568-04823 (2) มี 2 แถวที่ใช้ invoice ID เดียวกัน (3) แถวที่ 1: payment_id=VP-202504-9096124, 89,000 THB, posting_date=2025-04-05; แถวที่ 2: payment_id=VP-202509-15179906, 104,500 THB, posting_date=2025-09-10",
L3-Q-HARD-002,ในวันที่ 2025-07-15 (เปิดตัวโปรโมชัน SF-LAUNCH-2568) FACT_PROMO_REDEMPTION มีรายการที่ดู phantom / log ซ้ำจาก app channel กี่รายการ และมีการแจ้งปัญหานี้ใน LINE WORKS thread ของวันนั้นด้วยไหมครับ ถ้ามียอด discount ที่ถูกนับซ้ำคิดเป็นเท่าไหร่ (THB) และส่งผลให้ยอด redemption รวมของวันนั้นถูก inflate ไปกี่เปอร์เซ็นต์เมื่อเทียบกับยอดที่ dedup แล้ว,docs; tables,docs/chat_line_works/lwt__DQ4__2025-07-15__e0000.md; tables/FACT_PROMO_REDEMPTION.csv,"มี phantom/log ซ้ำจาก app channel 1 รายการ; มี LINE WORKS thread วันที่ 2025-07-15 ยืนยันว่าเกิด app bug; ยอด discount ที่ถูกนับซ้ำ 4,135.00 THB; ยอด raw 15,840.00 เทียบ dedup 11,705.00 ทำให้ inflate 35.3%",
L3-Q-HARD-003,"ในปี 2025 ของสาขา REMOTE มีวันใดวันหนึ่งที่จำนวนธุรกรรมการขาย (FACT_SALES) พุ่งสูงผิดปกติเมื่อเทียบกับวันอื่นในปีเดียวกัน กรุณาระบุ (1) วันที่เกิด spike (ในรูปแบบ YYYY-MM-DD), (2) SKU ที่ครองสัดส่วนรายการในวันนั้น และ (3) จำนวนธุรกรรมทั้งหมดของสาขา REMOTE ในวันดังกล่าวครับ",tables,tables/FACT_SALES.csv; tables/FACT_SALES_LINE_ITEM.csv,(1) วันที่ spike: 2025-07-15 (2) SKU ที่ครอง: SF-Galaxy-Pro-2568 (501 จาก 530 line items = 94.53%) (3) จำนวนธุรกรรมทั้งหมด: 512 รายการ (median ปกติ ~12/วัน),
L3-Q-HARD-004,"ในช่วงเดือนเมษายนถึงพฤษภาคม 2025 (เม.ย.–พ.ค. 2568) สาขาหนึ่งของฟ้าใหม่มีจำนวนการคืนสินค้า (FACT_RETURN) ที่มีสาเหตุระบุว่าเป็น 'hardware batch defect' ผิดปกติ รวมตัวกันที่สาขาเดียวเท่านั้น ไม่กระจายไปสาขาอื่น กรุณาตอบ 3 ข้อนี้ครับ: (1) SKU ที่ถูกส่งคืนคือรหัสอะไร, (2) สาขาที่เกิดเหตุการณ์นี้คือสาขาใด (branch_code), และ (3) มีการคืนสินค้าที่ระบุสาเหตุเป็น 'hardware batch defect' กี่ครั้งในสาขานั้น ภายในช่วงเดือนเม.ย.–พ.ค. 2568",tables,tables/FACT_RETURN.csv,SKU คือ WK-SW-004; สาขาคือ HKT-FEST; มี hardware batch defect return 28 ครั้งในช่วงเม.ย.-พ.ค. 2025,
L3-Q-HARD-005,"ใน FACT_SHIPPING มี shipment กลุ่มหนึ่งที่ posting_date ไม่ตรงกับ business_event_date ดูเหมือนถูก backpost (บันทึกย้อนหลัง) เข้าระบบช้ากว่าวันที่เกิดเหตุการณ์จริงหลายสัปดาห์ กรุณาตอบ 4 ข้อนี้ครับ: (1) มี shipment ทั้งหมดกี่รายการในกลุ่มนี้ (นับเฉพาะ row ที่ posting_date!= business_event_date ในตาราง FACT_SHIPPING ทั้งหมด), (2) ช่วง business_event_date ของ shipment กลุ่มนี้ครอบคลุมวันที่ใด ถึงวันที่ใด, (3) posting_date ที่ระบบใช้บันทึก batch นี้คือวันไหน, และ (4) ระยะเวลา lag สูงสุด (สูงสุดของจำนวนวันระหว่าง business_event_date กับ posting_date ในกลุ่มนี้) คือกี่วัน",tables,tables/FACT_SHIPPING.csv,มี shipment mismatch 8 รายการ; business_event_date ครอบคลุม 2024-08-22 ถึง 2024-08-24; posting_date batch คือ 2024-09-30; lag สูงสุด 39 วัน,
L3-Q-HARD-006,ทีม Internal Audit ของฟ้าใหม่กำลังประเมิน 'ความรุนแรงของ bitemporal mismatch' ของ vendor-payment ledger ทั้งหมดในระบบ FACT_VENDOR_PAYMENT (ทั้ง 809 แถว ครอบคลุมปี 2024–2025) โดยใช้เกณฑ์ว่า แถวใดที่ posting_date กับ business_event_date 'ไม่ได้อยู่ในเดือนปฏิทินเดียวกัน' (กล่าวคือคนละ calendar month หรือคนละปี) ให้นับเป็น 'cross-month posting'. กรุณาตอบเป็น 2-tuple ครับ: (1) ในระบบทั้งหมด มี vendor payment กี่แถวที่ posting_date ตกในเดือน/ปี ที่แตกต่างจาก business_event_date และ (2) ลำดับเวลา (lag) สูงสุดที่พบเป็นกี่วัน (วัดเป็น absolute calendar days ระหว่าง business_event_date กับ posting_date ของแถวเดียวกัน). ขอให้นับจากตาราง public/tables/FACT_VENDOR_PAYMENT.csv โดยตรง ไม่ต้องอาศัยข้อมูลภายนอก,tables,tables/FACT_VENDOR_PAYMENT.csv,(1) 767 แถว (จาก 809 ทั้งหมด) เป็น cross-month posting (2) Lag สูงสุด: 28 วัน (เช่น business_event_date 2024-01-31 → posting_date 2024-02-28),
L3-Q-HARD-007,"ดูจาก FACT_SALES (filter branch_code='REMOTE') ทั้งปี 2024 และ 2025 จะเห็นว่ามีไตรมาสหนึ่งที่ revenue ของสาขา REMOTE สูงผิดปกติเมื่อเทียบกับไตรมาสอื่น ๆ ขอให้ตอบ 3 ข้อนี้ครับ: (1) ไตรมาสไหน (ระบุปีและไตรมาส เช่น 2025 Q3) (2) revenue ของสาขา REMOTE ในไตรมาสนั้นรวมเท่าไหร่ (THB, sum ของ net_total_thb) และ (3) เทียบกับ baseline ซึ่งคือค่าเฉลี่ยของอีก 7 ไตรมาสที่เหลือ (ทั้ง 2024 Q1-Q4 และ 2025 Q1, Q2, Q4) คิดเป็นกี่เท่าของ baseline (ratio ≈ x.xx)",tables,tables/FACT_SALES.csv,"2025 Q3; revenue 178,707,675.00 THB; baseline เฉลี่ยอีก 7 ไตรมาส 41,816,611.14 THB; ratio 4.27 เท่า",
L3-Q-HARD-008,"ในตาราง FACT_BANK_TRANSACTION ทั้งหมด รายการฝากเงิน (deposit) เดี่ยวที่มียอดสูงที่สุดเป็นรายการไหน? ขอทราบวันที่ (business_event_date), บัญชี (account_id), ยอดเงิน (amount_thb) และอธิบายสั้นๆ ว่าสิ่งใดเป็นตัวขับเคลื่อนยอดผิดปกตินี้ (โดยอ้างอิงจากตาราง DIM_PRODUCT หรือ DIM_PROMO_CAMPAIGN ตามความเหมาะสม)",tables,tables/FACT_BANK_TRANSACTION.csv; tables/FACT_SALES.csv; tables/FACT_SALES_LINE_ITEM.csv; tables/DIM_PRODUCT.csv; tables/DIM_PROMO_CAMPAIGN.csv,"largest deposit คือวันที่ 2025-07-15, account_id OPER-REMOTE, amount 18,906,765.00 THB. ตัวขับเคลื่อนคือยอดขาย REMOTE credit_card วันที่ 2025-07-15 ซึ่งถูกดันโดยการเปิดตัว SF-Galaxy-Pro-2568 ภายใต้ promo SF-LAUNCH-2568",
L3-Q-HARD-009,"ที่จุดสิ้นปี 2025 (snapshot ของ FACT_INVENTORY_MONTHLY_SNAPSHOT ณ business_event_date = 2025-12-31) ขอทราบ (1) มี SKU จำนวนเท่าใดที่ closing_units = 0 ในทุกสาขาที่ปรากฏใน snapshot, (2) ในจำนวน SKU เหล่านั้น มีกี่ตัวที่ DIM_PRODUCT บันทึก end_of_life_date เอาไว้ (สะท้อนว่าได้รับการประกาศ EOL อย่างเป็นทางการแล้ว) และ (3) ในเดือนนั้น snapshot ครอบคลุมสาขากี่สาขา (ระบุว่าตรงกับจำนวนสาขาทั้งหมดใน DIM_BRANCH หรือไม่ ถ้าไม่ตรง สาขาใดหายไป)",tables,tables/FACT_INVENTORY_MONTHLY_SNAPSHOT.csv; tables/DIM_PRODUCT.csv; tables/DIM_BRANCH.csv,มี SKU ที่ closing_units=0 ทุกสาขาใน snapshot 100 SKU; ในนั้นมี end_of_life_date ใน DIM_PRODUCT 0 SKU; snapshot ครอบคลุม 10 สาขา ไม่ตรงกับ DIM_BRANCH 11 สาขา โดยสาขาที่หายไปคือ REMOTE,
L3-Q-HARD-010,ในบรรดา promo campaign ทั้งหมดที่ปรากฏใน DIM_PROMO_CAMPAIGN ของฟ้าใหม่ (FahMai) ถ้านิยาม ROI ratio ของแต่ละ campaign = SUM(FACT_SALES.net_total_thb) ÷ SUM(FACT_SALES.discount_total_thb) คิดเฉพาะธุรกรรมที่ promo_campaign_id ตรงกับ campaign นั้น ๆ ขอให้ตอบ 2 ข้อนี้ครับ: (1) campaign ไหนมี ROI ratio สูงสุด (ให้ตอบเป็น campaign_id) และ (2) ROI ratio ของ campaign นั้นเป็นกี่เท่า (round เป็นทศนิยม 1 ตำแหน่ง). กรุณาใช้ข้อมูลทั้งช่วงที่มีอยู่ใน FACT_SALES โดยไม่ filter ปี,tables,tables/FACT_SALES.csv; tables/DIM_PROMO_CAMPAIGN.csv,"(1) Campaign ID: SF-LAUNCH-2568 (2) ROI ratio: 19.0x (net_total 143,301,515 THB / discount_total 7,542,185 THB)",
L3-Q-HARD-011,"ขอให้ดูบัญชี OPER-REMOTE ใน DIM_BANK_ACCOUNT (สาขา REMOTE ขายผ่านช่อง online/e-commerce) และคำนวณจาก FACT_BANK_TRANSACTION ตอบ 2 ข้อนี้ครับ: (1) ในเดือนกรกฎาคม 2025 (business_event_date อยู่ในช่วง 2025-07-01 ถึง 2025-07-31) บัญชี OPER-REMOTE มียอด deposit รวมทั้งสิ้นกี่บาท (นับเฉพาะ transaction_type='deposit' และให้ตอบเป็นจำนวนเงิน THB ตามที่บันทึกใน amount_thb)? (2) ยอด deposit ของเดือนกรกฎาคม 2025 นี้ คิดเป็นสัดส่วนกี่เปอร์เซ็นต์ของยอด deposit ทั้งปี 2025 (ตลอด 12 เดือน) ของบัญชีเดียวกัน (ให้ round เปอร์เซ็นต์เป็นทศนิยม 1 ตำแหน่ง)? ขอให้ตอบเป็น 2-tuple (ยอดบาท, เปอร์เซ็นต์) พร้อมตัวเลขตัวจริง",tables,tables/DIM_BANK_ACCOUNT.csv; tables/FACT_BANK_TRANSACTION.csv,"(1) ยอด deposit กรกฎาคม 2025: 150,986,075.00 THB (89 รายการ) (2) 49.5% ของยอด deposit ทั้งปี 2025 (305,078,991 THB) → 2-tuple: (150,986,075.0, 49.5%)",
L3-Q-HARD-012,"ทีม Finance ขอวิเคราะห์ vendor concentration ของฟ้าใหม่ (FahMai) ตลอดช่วงเวลาทั้งหมดที่ปรากฏใน FACT_VENDOR_PAYMENT (ทั้งปี 2024 และ 2025) ขอให้ตอบ 3 ข้อนี้ครับ: (1) เรียงลำดับ vendor ทุกราย (ระบุ vendor_id) ตาม paid_amount_thb รวมทั้งหมดจากมากไปน้อย พร้อมระบุยอดรวมเป็น THB ของแต่ละราย, (2) vendor ที่จ่ายเงินมากที่สุด (รายอันดับ 1) คิดเป็นสัดส่วน (%) ของยอด vendor spend ทั้งหมดเท่าไหร่ (round ทศนิยม 1 ตำแหน่ง), และ (3) ในชุดข้อมูลนี้มี vendor_invoice_id ของ vendor ใดที่ปรากฏซ้ำ (duplicate) ในตาราง ถ้ามี ระบุ vendor_id ของผู้ที่ออก invoice ซ้ำนั้น และแจ้งจำนวน vendor_invoice_id ที่ซ้ำกี่ id",tables,tables/FACT_VENDOR_PAYMENT.csv,"vendor spend เรียงมากไปน้อย: V-001=16,320,000.00 THB; V-002=8,064,000.00 THB; V-006=3,552,000.00 THB; V-013=2,032,350.00 THB; V-014=2,016,000.00 THB; V-018=1,382,400.00 THB. อันดับ 1 คือ V-001 คิดเป็น 48.9% ของ spend ทั้งหมด. duplicate vendor_invoice_id มี 1 id: V-013/PW-INV-2568-04823 (2 rows)",
L3-Q-HARD-013,"ทีม Inventory Planning ขอวิเคราะห์การ initialize stock ของ SKU AW-MN-001 (ArcWave monitor flagship) ณ จุดเริ่มต้นของระบบ โดยอ้างอิงจาก FACT_INVENTORY_MOVEMENT ของฟ้าใหม่ (FahMai) ขอให้ตอบ 3 ข้อนี้ครับ: (1) นับเฉพาะ movement_type='opening_balance' ของ SKU AW-MN-001 เท่านั้น (ไม่นับ transfer_in, transfer_out หรือ sale) ยอด quantity รวมของ opening_balance ทุกแถวที่บันทึก ณ as_of_date 2024-01-15 (คือ business_event_date ≤ 2024-01-15) เป็นเท่าไหร่ และมีกี่แถว/กี่ branch ที่มีการ initialize, (2) ในบรรดา branch ทั้งหมดที่ initialize opening_balance ของ SKU นี้ branch ใดได้รับ opening_balance ปริมาณมากที่สุด และเท่าไหร่ (ระบุ branch_code + quantity), และ (3) วันที่ 2024-01-15 (business_event_date='2024-01-15') มี movement_type='opening_balance' ของ SKU AW-MN-001 บันทึกในวันนั้นกี่แถว และ เพื่อ guard กับ confusion วันที่ 2024-01-15 เดียวกันนั้น มี movement_type='transfer_in' ของ SKU AW-MN-001 กี่แถวและ quantity รวมเท่าไหร่ (อย่ารวมตัวเลข transfer_in เข้ากับ opening_balance ในการตอบข้อ 1)",tables,tables/FACT_INVENTORY_MOVEMENT.csv,"opening_balance รวม 12,652 units จาก 11 แถว / 11 branch. branch สูงสุดคือ REMOTE 12,152 units. วันที่ 2024-01-15 มี opening_balance 0 แถว; วันเดียวกันมี transfer_in 10 แถว quantity รวม 500 units ซึ่งไม่รวมใน opening_balance",
L3-Q-HARD-014,"ทีม Audit & Compliance ขอตรวจการอ้างอิงผู้บริหารและผู้อนุมัติเงินคืนของฟ้าใหม่ (FahMai) ณ สถานะปัจจุบัน (รอบ FY2025 ที่เพิ่งปิดและก่อนเริ่ม FY2026) โดยใช้ DIM_EMPLOYEE + FACT_REFUND_PAID + เอกสารภายในใน public/docs เป็นหลัก ขอให้ตอบ 3 ข้อนี้ครับ: (1) ขณะนี้ใครเป็น CEO ของฟ้าใหม่ (เป็น 'ผู้ที่ดำรงตำแหน่ง CEO ในปัจจุบัน' จริง ๆ ไม่ใช่ Founder/Board Chair เดิม) ระบุ employee_id + first_name + last_name + position_title และตำแหน่ง CEO นี้มีการเปลี่ยนผู้ดำรงตำแหน่งในวันใด (อ้างจาก leadership transition / handover ที่ระบุไว้ใน internal chat threads ภายใต้ public/docs/chat_line_works/ ปี 2025), (2) เมื่อ aggregate FACT_REFUND_PAID ทั้งคลัง (business_event_date 2024-01-01 ถึง 2025-12-31) แบบ GROUP BY approver_employee_id แล้วเรียงจากมากไปน้อย employee_id ของผู้ที่อนุมัติ refund (approver_employee_id) มากที่สุดโดยจำนวนแถวคือใคร (ระบุ employee_id + first_name + last_name + position_title) และอนุมัติไปทั้งหมดกี่แถว, (3) ผู้อนุมัติ refund อันดับ 1 ในข้อ (2) เป็นบุคคลเดียวกับ CEO คนปัจจุบันในข้อ (1) หรือไม่ ตอบ ใช่/ไม่ และอธิบายสั้น ๆ ว่า role ของผู้อนุมัติอันดับ 1 จริง ๆ คืออะไรในโครงสร้างองค์กร (ฝ่าย/dept_code อะไร และ position_level ระดับใด IC, Manager, Director หรือ C-level)",tables; docs,tables/DIM_EMPLOYEE.csv; tables/FACT_REFUND_PAID.csv; docs/chat_line_works/lwt__CEO__2025-01-15__e0002.md,"CEO ปัจจุบันคือ EMP-L3-00013 Naret Vision (CEO); leadership handover มีผลวันที่ 2025-01-15. ผู้อนุมัติ refund มากที่สุดคือ EMP-L3-00005 Fin Approver (Finance Manager) จำนวน 7,116 แถว. เป็นคนเดียวกับ CEO หรือไม่: ไม่; role จริงคือ dept_code=FIN, position_level=Manager",
L3-Q-HARD-015,"ทีม Finance ของฟ้าใหม่กำลังตรวจสอบกรณี vendor payment ของ V-013 PayWise ที่มีปัญหาเรื่องเลข invoice ID ซ้ำกัน หลังเหตุการณ์ schema cutover ในเดือนเมษายน 2568 ขอให้คุณช่วยตอบคำถามต่อไปนี้โดยอ้างอิงจาก FACT_VENDOR_PAYMENT และ chat thread ภายใน (LINE WORKS) ของวันที่ 2025-04-05:
 

 1) ในตาราง FACT_VENDOR_PAYMENT มีกี่แถวที่ใช้ vendor_invoice_id เดียวกันคือ PW-INV-2568-04823 (รวมทุกช่วงเวลา ไม่เฉพาะวันที่ 2025-04-05)?
 2) แถวที่มี posting_date = 2025-04-05 มี payment_id อะไร และจ่ายไปเป็นจำนวนเท่าใด (THB)?
 3) จาก chat thread ภายในของวันนั้น ทีมไหนรับผิดชอบในการยืนยันว่า record ใดเป็น canonical และสถานะของการตรวจสอบในวันนั้นเป็นอย่างไร?",tables; docs,tables/FACT_VENDOR_PAYMENT.csv; docs/chat_line_works/lwt__DQ3-2025-04-05__2025-04-05__e0000.md,"(1) 2 แถว: VP-202504-9096124 (posting 2025-04-05, 89,000 THB) และ VP-202509-15179906 (posting 2025-09-10, 104,500 THB) (2) payment_id = VP-202504-9096124, จ่าย 89,000 THB (3) ทีม AP (Accounts Payable) รับผิดชอบยืนยัน canonical record; สถานะยังอยู่ระหว่างดำเนินการ (not yet resolved ในวันนั้น)",
L3-Q-HARD-016,ทีม Finance ขอให้ตรวจสอบ promotion SF-LAUNCH-2568 (E5 launch ของ SF-Galaxy-Pro). มีรายงานใน LINE WORKS thread ของทีม Ops ช่วงปลายเดือนกรกฎาคม 2025 ว่าฝั่ง app channel มี bug ที่ทำให้ promo redemption ถูก log ซ้ำ. ขอให้ตอบ 3 ข้อนี้ครับ: (1) ใน FACT_PROMO_REDEMPTION มีกี่ row ที่เป็น phantom duplicate ของ campaign นี้ (รวมตลอดทั้งช่วงที่ bug มีผล ไม่ใช่แค่ในวันที่แจ้งครั้งแรก) (2) เมื่อหัก phantom rows ออกแล้ว campaign นี้มี redemption ที่แท้จริงทั้งหมดกี่ row และ (3) discount_applied_thb รวม (sum) ที่แท้จริงของ campaign หลัง dedup เป็นเท่าไหร่ THB,tables; docs,tables/FACT_PROMO_REDEMPTION.csv; docs/chat_line_works/lwt__DQ4__2025-07-23__e0020.md,"phantom duplicate ของ campaign SF-LAUNCH-2568 มี 4 rows. หลังหัก phantom rows เหลือ redemption จริง 39 rows. discount_applied_thb รวมจริงหลัง dedup = 143,505.00 THB",
