customer_id,first_name_th,last_name_th,first_name_en,last_name_en,email,phone,province,region,age,gender,signup_date,customer_type,b2b_subtype,account_manager_id,payment_terms,loyalty_tier,channel_pref,uses_line_oa
CUST-L3-006838,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,63,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006839,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,64,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006840,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,65,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006841,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,66,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006842,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,67,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006843,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,68,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006844,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,69,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006845,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,70,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006846,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,71,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006847,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,72,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006848,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,73,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006849,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,74,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006850,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,25,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006851,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,26,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006852,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,27,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006853,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,28,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006854,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,29,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006855,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,30,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006856,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,31,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006857,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,32,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006858,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,33,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006859,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,34,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006860,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,35,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006861,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,36,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006862,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,37,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006863,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,38,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006864,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,39,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006865,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,40,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006866,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,41,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006867,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,42,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006868,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,43,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006869,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,44,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006870,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,45,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006871,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,46,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006872,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,47,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006873,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,48,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006874,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,49,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006875,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,50,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006876,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,51,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006877,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,52,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006878,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,53,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006879,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,54,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006880,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,55,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006881,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,56,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006882,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,57,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006883,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,58,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006884,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,59,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006885,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,60,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006886,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,61,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006887,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,62,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006888,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,63,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006889,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,64,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006890,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,65,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006891,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,66,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006892,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,67,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006893,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,68,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006894,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,69,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006895,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,70,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006896,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,71,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006897,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,72,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006898,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,73,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006899,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,74,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-B2B-006900,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,,,2024-02-01,B2B,SME,EMP-L3-00002,NET-30,none,offline,false
CUST-L3-006901,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,26,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006902,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,27,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006903,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,28,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006904,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,29,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006905,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,30,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006906,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,31,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006907,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,32,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006908,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,33,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006909,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,34,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006910,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,35,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006911,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,36,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006912,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,37,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006913,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,38,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006914,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,39,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006915,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,40,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006916,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,41,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006917,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,42,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006918,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,43,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006919,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,44,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006920,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,45,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006921,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,46,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006922,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,47,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006923,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,48,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006924,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,49,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006925,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,50,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006926,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,51,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006927,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,52,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006928,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,53,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006929,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,54,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006930,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,55,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006931,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,56,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006932,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,57,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006933,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,58,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006934,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,59,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006935,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,60,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006936,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,61,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006937,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,62,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006938,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,63,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006939,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,64,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006940,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,65,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006941,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,66,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006942,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,67,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006943,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,68,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006944,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,69,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006945,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,70,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006946,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,71,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006947,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,72,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006948,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,73,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006949,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,74,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006950,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,25,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006951,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,26,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006952,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,27,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006953,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,28,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006954,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,29,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006955,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,30,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006956,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,31,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006957,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,32,M,2024-01-05,B2C,,,,gold,mixed,false
CUST-L3-006958,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,33,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006959,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,34,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006960,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,35,F,2024-01-05,B2C,,,,silver,mixed,false
CUST-L3-006961,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,36,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006962,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,37,F,2024-01-05,B2C,,,,platinum,mixed,true
CUST-L3-006963,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,38,M,2024-01-05,B2C,,,,none,mixed,false
CUST-L3-006964,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,39,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006965,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,40,M,2024-01-05,B2C,,,,gold,mixed,true
CUST-L3-006966,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,41,F,2024-01-05,B2C,,,,platinum,mixed,false
CUST-L3-006967,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,42,M,2024-01-05,B2C,,,,none,mixed,true
CUST-L3-006968,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,43,F,2024-01-05,B2C,,,,silver,mixed,true
CUST-L3-006969,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,REDACTED_CUSTOMER,,,Bangkok,BKK,44,M,2024-01-05,B2C,,,,gold,mixed,false
