snapshot_id,business_event_date,posting_date,effective_date,as_of_date,month_end_date,sku_id,branch_code,closing_units
528331467025,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,BKK-R9,184
719125422511,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,BKK-SIAM,383
227499541130,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,BKK-PKT,259
144563721661,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,BKK-CTW,316
815041747216,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,CNX-MAYA,236
1027204855144,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,HKT-FEST,194
154479269145,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,KKC-CTRL,157
246345673891,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,UDN-CTRL,99
1091429403050,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,BKK-EMSP,275
1007733037235,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-052,PTY-CTRL,249
834099552192,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,BKK-R9,177
1038935894168,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,BKK-SIAM,425
673412116197,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,BKK-PKT,248
874129434066,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,BKK-CTW,329
441645787842,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,CNX-MAYA,232
189362003020,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,HKT-FEST,150
702836066610,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,KKC-CTRL,159
187986042293,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,UDN-CTRL,117
753419027516,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,BKK-EMSP,301
684967280053,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-053,PTY-CTRL,213
496065382095,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,BKK-R9,195
684814994205,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,BKK-SIAM,437
987999142264,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,BKK-PKT,274
936830772191,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,BKK-CTW,307
201268055315,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,CNX-MAYA,210
182185021124,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,HKT-FEST,175
964691335124,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,KKC-CTRL,158
442253304900,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,UDN-CTRL,119
771071367986,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,BKK-EMSP,264
524747065705,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-054,PTY-CTRL,205
403656541715,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,BKK-R9,195
502823300240,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,BKK-SIAM,404
252469245446,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,BKK-PKT,238
45827581468,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,BKK-CTW,309
15485102101,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,CNX-MAYA,219
288017913454,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,HKT-FEST,171
537993708239,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,KKC-CTRL,165
738065318576,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,UDN-CTRL,126
356144336997,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,BKK-EMSP,239
610876022992,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-055,PTY-CTRL,251
287714582979,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,BKK-R9,184
947783021386,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,BKK-SIAM,387
124032542619,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,BKK-PKT,288
551580588123,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,BKK-CTW,303
467331425914,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,CNX-MAYA,228
315386910966,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,HKT-FEST,182
1013560953344,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,KKC-CTRL,177
405476184777,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,UDN-CTRL,137
313466744221,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,BKK-EMSP,229
343544584651,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-056,PTY-CTRL,214
99960871291,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,BKK-R9,202
254498186515,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,BKK-SIAM,399
602578317459,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,BKK-PKT,215
959526705928,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,BKK-CTW,292
2150277992,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,CNX-MAYA,242
394830712099,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,HKT-FEST,196
556188811682,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,KKC-CTRL,150
933496738973,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,UDN-CTRL,116
784325765550,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,BKK-EMSP,258
1088594464909,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-057,PTY-CTRL,247
394205756672,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,BKK-R9,211
149749793220,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,BKK-SIAM,416
929628382181,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,BKK-PKT,237
460815745400,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,BKK-CTW,324
691238726490,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,CNX-MAYA,241
684774433972,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,HKT-FEST,183
1086468468213,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,KKC-CTRL,163
850404989190,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,UDN-CTRL,136
975160385202,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,BKK-EMSP,253
435359261308,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-058,PTY-CTRL,240
520806446024,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,BKK-R9,226
485638081493,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,BKK-SIAM,399
12202787164,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,BKK-PKT,256
361709515207,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,BKK-CTW,281
229783169149,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,CNX-MAYA,210
531804251090,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,HKT-FEST,180
755774151232,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,KKC-CTRL,160
326561325468,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,UDN-CTRL,124
461202452769,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,BKK-EMSP,254
60004774073,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-059,PTY-CTRL,232
978870975677,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,BKK-R9,185
936342554737,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,BKK-SIAM,402
7510713250,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,BKK-PKT,230
1028039196591,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,BKK-CTW,278
1096702306383,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,CNX-MAYA,212
699435719277,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,HKT-FEST,178
524716690430,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,KKC-CTRL,170
150597884025,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,UDN-CTRL,141
679669204693,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,BKK-EMSP,246
898767922896,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-060,PTY-CTRL,249
590494769283,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,BKK-R9,204
86639349027,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,BKK-SIAM,403
135064479918,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,BKK-PKT,242
622603617629,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,BKK-CTW,300
615325416372,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,CNX-MAYA,236
216005735311,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,HKT-FEST,179
999764415937,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,KKC-CTRL,159
794513978305,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,UDN-CTRL,134
667690237222,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,BKK-EMSP,305
309244558746,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-061,PTY-CTRL,228
409587602762,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,BKK-R9,188
99559506202,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,BKK-SIAM,410
268187561404,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,BKK-PKT,272
816268293709,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,BKK-CTW,299
705332596601,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,CNX-MAYA,217
459127352709,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,HKT-FEST,185
393947612276,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,KKC-CTRL,155
336977399404,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,UDN-CTRL,156
815654083,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,BKK-EMSP,259
786894395031,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-062,PTY-CTRL,227
156208204339,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,BKK-R9,208
143167979370,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,BKK-SIAM,431
108944846571,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,BKK-PKT,249
119472603263,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,BKK-CTW,301
407717364520,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,CNX-MAYA,259
432194064761,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,HKT-FEST,169
1046977008331,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,KKC-CTRL,165
48164502993,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,UDN-CTRL,116
331831990619,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,BKK-EMSP,259
243256086655,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-063,PTY-CTRL,238
612919007021,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,BKK-R9,212
60631699423,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,BKK-SIAM,399
611656377902,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,BKK-PKT,264
355428795809,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,BKK-CTW,332
971103459084,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,CNX-MAYA,226
505836850069,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,HKT-FEST,153
310182300445,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,KKC-CTRL,157
845525874451,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,UDN-CTRL,149
499332083013,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,BKK-EMSP,242
1040879856076,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-064,PTY-CTRL,242
901580594866,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,BKK-R9,212
71191900011,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,BKK-SIAM,397
869370341552,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,BKK-PKT,267
99883034298,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,BKK-CTW,301
195779945985,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,CNX-MAYA,238
582036350572,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,HKT-FEST,181
716507844831,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,KKC-CTRL,150
901502642633,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,UDN-CTRL,109
486329335254,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,BKK-EMSP,268
41497014227,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-065,PTY-CTRL,243
378767449896,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,BKK-R9,191
1076892067033,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,BKK-SIAM,389
673571642013,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,BKK-PKT,270
883967164376,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,BKK-CTW,289
903588351761,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,CNX-MAYA,202
773522380952,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,HKT-FEST,173
767380894142,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,KKC-CTRL,147
24315671033,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,UDN-CTRL,136
1063069673483,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,BKK-EMSP,250
576521091512,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-066,PTY-CTRL,230
14192996024,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,BKK-R9,190
211520170535,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,BKK-SIAM,385
15569534931,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,BKK-PKT,259
905398766825,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,BKK-CTW,307
947424476197,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,CNX-MAYA,231
744562499220,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,HKT-FEST,194
446768309828,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,KKC-CTRL,152
260692292454,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,UDN-CTRL,135
613881978351,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,BKK-EMSP,271
196617649812,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-067,PTY-CTRL,203
431163565652,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,BKK-R9,201
64370461552,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,BKK-SIAM,407
783175960888,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,BKK-PKT,265
837572924627,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,BKK-CTW,319
643467898193,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,CNX-MAYA,212
750292272721,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,HKT-FEST,160
1066601762065,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,KKC-CTRL,191
912593460557,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,UDN-CTRL,125
812457641489,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,BKK-EMSP,236
257525473223,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-068,PTY-CTRL,234
548198999692,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,BKK-R9,221
806009953887,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,BKK-SIAM,395
962509565385,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,BKK-PKT,263
195655007386,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,BKK-CTW,285
576267372259,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,CNX-MAYA,238
512879636919,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,HKT-FEST,188
669614533815,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,KKC-CTRL,170
404924458779,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,UDN-CTRL,113
1001548896196,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,BKK-EMSP,278
700737685057,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-069,PTY-CTRL,233
523997907415,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,BKK-R9,202
498626807063,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,BKK-SIAM,419
223143533586,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,BKK-PKT,227
769472400167,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,BKK-CTW,329
947068758181,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,CNX-MAYA,211
540874299482,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,HKT-FEST,190
455412807944,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,KKC-CTRL,142
483276591696,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,UDN-CTRL,141
145801461219,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,BKK-EMSP,272
339997300143,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-070,PTY-CTRL,219
873943177104,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,BKK-R9,211
358820650571,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,BKK-SIAM,402
535977603876,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,BKK-PKT,267
929659689129,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,BKK-CTW,273
126137256005,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,CNX-MAYA,216
744622520188,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,HKT-FEST,169
160609616952,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,KKC-CTRL,154
77399676834,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,UDN-CTRL,126
63585639646,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,BKK-EMSP,241
445581542866,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-071,PTY-CTRL,227
923706837440,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,BKK-R9,194
153329853744,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,BKK-SIAM,461
559398119030,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,BKK-PKT,278
27878786624,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,BKK-CTW,286
496304597709,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,CNX-MAYA,233
486630268709,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,HKT-FEST,186
1062367620110,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,KKC-CTRL,129
940091704604,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,UDN-CTRL,124
502876899972,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,BKK-EMSP,246
156239435136,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-072,PTY-CTRL,220
428422555432,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,BKK-R9,205
916508887550,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,BKK-SIAM,427
936725148363,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,BKK-PKT,253
778309233808,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,BKK-CTW,309
290764317894,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,CNX-MAYA,200
396241365529,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,HKT-FEST,190
253538504770,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,KKC-CTRL,160
235727636161,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,UDN-CTRL,127
226125204957,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,BKK-EMSP,243
921860648060,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-073,PTY-CTRL,225
1020619184322,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,BKK-R9,196
450632963011,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,BKK-SIAM,366
958207042416,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,BKK-PKT,220
859874680775,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,BKK-CTW,321
507114746995,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,CNX-MAYA,238
1081479917031,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,HKT-FEST,171
615953428744,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,KKC-CTRL,151
775770432329,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,UDN-CTRL,125
449452779928,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,BKK-EMSP,233
800596709186,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-074,PTY-CTRL,252
331145681802,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,BKK-R9,194
704685503078,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,BKK-SIAM,366
55304337465,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,BKK-PKT,275
790893969877,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,BKK-CTW,287
565410991827,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,CNX-MAYA,229
933147570328,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,HKT-FEST,200
566479619082,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,KKC-CTRL,156
867851356908,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,UDN-CTRL,130
1014037992064,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,BKK-EMSP,255
661381013990,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-075,PTY-CTRL,231
308922160050,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,BKK-R9,186
207382195,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,BKK-SIAM,439
753003102923,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,BKK-PKT,259
1092219537655,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,BKK-CTW,283
1004008731411,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,CNX-MAYA,209
698970755212,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,HKT-FEST,148
972961753154,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,KKC-CTRL,149
538667851085,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,UDN-CTRL,128
666210645464,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,BKK-EMSP,240
792498199302,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-076,PTY-CTRL,208
920367449420,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-077,BKK-R9,206
1011532266624,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-077,BKK-SIAM,413
812265220968,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-077,BKK-PKT,242
618339219827,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-077,BKK-CTW,309
69389206002,2024-03-31,2024-03-31,,2026-01-15,2024-03-31,SKU-MASS-077,CNX-MAYA,211
