shipping_id,business_event_date,posting_date,as_of_date,txn_id,vendor_id,tracking_number,origin_branch_code,destination_province,confirmation_status
75018991138,2024-02-29,2024-02-29,2026-01-15,TXN-202402-29027400,V-006,VS256702294903,BKK-SIAM,Bangkok,shipped
350613575603,2024-02-29,2024-02-29,2026-01-15,TXN-202402-29027700,V-006,VS256702299534,BKK-CTW,Bangkok,shipped
782644967342,2024-02-29,2024-02-29,2026-01-15,TXN-202402-29028400,V-006,VS256702292045,BKK-SIAM,Bangkok,shipped
888853903772,2024-02-29,2024-02-29,2026-01-15,TXN-202402-29029053,V-006,VS256702298383,REMOTE,Bangkok,shipped
809570402030,2024-02-29,2024-02-29,2026-01-15,TXN-202402-29029700,V-006,VS256702296291,BKK-SIAM,Bangkok,shipped
729928589406,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01000300,V-006,VS256703019458,PTY-CTRL,Chonburi,shipped
273283435122,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01003400,V-006,VS256703012114,CNX-MAYA,Chiang Mai,shipped
19255459713,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01003838,V-006,VS256703011964,REMOTE,Bangkok,shipped
763011397351,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01004300,V-006,VS256703015868,PTY-CTRL,Chonburi,shipped
605813966881,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01004600,V-006,VS256703013972,PTY-CTRL,Chonburi,shipped
26335961634,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01007500,V-006,VS256703017993,BKK-R9,Bangkok,shipped
391568437871,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01008400,V-006,VS256703010110,PTY-CTRL,Chonburi,shipped
1076575282341,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01013300,V-006,VS256703010470,HKT-FEST,Phuket,shipped
37576974379,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01013400,V-006,VS256703012119,BKK-PKT,Bangkok,shipped
127407479454,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01014049,V-006,VS256703010541,REMOTE,Bangkok,shipped
878584092617,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01014600,V-006,VS256703013916,BKK-SIAM,Bangkok,shipped
667988352203,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01016446,V-006,VS256703017029,REMOTE,Bangkok,shipped
616310865695,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01018665,V-006,VS256703017108,REMOTE,Bangkok,shipped
142135768345,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01020000,V-006,VS256703016649,HKT-FEST,Phuket,shipped
485740621456,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01020612,V-006,VS256703015171,REMOTE,Bangkok,shipped
175688373006,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01024000,V-006,VS256703014992,PTY-CTRL,Chonburi,shipped
272819554861,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01028882,V-006,VS256703010222,REMOTE,Bangkok,shipped
850053684872,2024-03-01,2024-03-01,2026-01-15,TXN-202403-01029200,V-006,VS256703012564,BKK-SIAM,Bangkok,shipped
500955945668,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02001100,V-006,VS256703028294,UDN-CTRL,Udon Thani,shipped
373413481655,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02003200,V-006,VS256703023055,BKK-PKT,Bangkok,shipped
398979862365,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02005800,V-006,VS256703020203,BKK-PKT,Bangkok,shipped
531073220117,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02006300,V-006,VS256703024853,BKK-R9,Bangkok,shipped
63806651080,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02007600,V-006,VS256703025817,HKT-FEST,Phuket,shipped
888439717917,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02007864,V-006,VS256703028722,REMOTE,Bangkok,shipped
1061721212266,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02008000,V-006,VS256703022554,PTY-CTRL,Chonburi,shipped
667450613669,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02010338,V-006,VS256703024602,REMOTE,Bangkok,shipped
109679478664,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02010645,V-006,VS256703029144,REMOTE,Bangkok,shipped
713019567434,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02012611,V-006,VS256703028524,REMOTE,Bangkok,shipped
313173216896,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02014945,V-006,VS256703028586,REMOTE,Bangkok,shipped
430193553487,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02015145,V-006,VS256703021937,REMOTE,Bangkok,shipped
96259437532,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02015600,V-006,VS256703027125,BKK-PKT,Bangkok,shipped
385833928638,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02016000,V-006,VS256703026876,BKK-SIAM,Bangkok,shipped
9444884634,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02016300,V-006,VS256703020090,HKT-FEST,Phuket,shipped
353087997519,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02017700,V-006,VS256703021694,PTY-CTRL,Chonburi,shipped
1086427698795,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02018986,V-006,VS256703023596,REMOTE,Bangkok,shipped
617713679742,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02019900,V-006,VS256703026415,KKC-CTRL,Khon Kaen,shipped
264332438176,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02020860,V-006,VS256703022856,REMOTE,Bangkok,shipped
354484054624,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02020900,V-006,VS256703026212,BKK-EMSP,Bangkok,shipped
613756188220,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02021400,V-006,VS256703025270,BKK-R9,Bangkok,shipped
79266352012,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02022200,V-006,VS256703028277,BKK-R9,Bangkok,shipped
636641497359,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02023000,V-006,VS256703024174,BKK-EMSP,Bangkok,shipped
178027264271,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02023100,V-006,VS256703021048,KKC-CTRL,Khon Kaen,shipped
182497264162,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02023500,V-006,VS256703021907,CNX-MAYA,Chiang Mai,shipped
450744797606,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02023851,V-006,VS256703027413,REMOTE,Bangkok,shipped
440462909199,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02024200,V-006,VS256703028213,BKK-PKT,Bangkok,shipped
811563584585,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02025200,V-006,VS256703025549,UDN-CTRL,Udon Thani,shipped
272323152420,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02025317,V-006,VS256703020084,REMOTE,Bangkok,shipped
1069031054076,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02025700,V-006,VS256703024963,BKK-SIAM,Bangkok,shipped
742617782078,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02027065,V-006,VS256703025015,REMOTE,Bangkok,shipped
21200856297,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02027200,V-006,VS256703024723,BKK-PKT,Bangkok,shipped
932005449337,2024-03-02,2024-03-02,2026-01-15,TXN-202403-02029843,V-006,VS256703026995,REMOTE,Bangkok,shipped
14286105061,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03001278,V-006,VS256703036768,REMOTE,Bangkok,shipped
738986360474,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03001900,V-006,VS256703032108,BKK-PKT,Bangkok,shipped
900284075772,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03003672,V-006,VS256703036788,REMOTE,Bangkok,shipped
233285141068,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03004593,V-006,VS256703036665,REMOTE,Bangkok,shipped
544384109491,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03005603,V-006,VS256703038900,REMOTE,Bangkok,shipped
714898580599,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03006424,V-006,VS256703034048,REMOTE,Bangkok,shipped
44909500933,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03006500,V-006,VS256703032757,BKK-SIAM,Bangkok,shipped
10954239176,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03006600,V-006,VS256703035077,BKK-PKT,Bangkok,shipped
954738858181,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03006800,V-006,VS256703037351,BKK-EMSP,Bangkok,shipped
435385647459,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03007700,V-006,VS256703039139,BKK-PKT,Bangkok,shipped
151327053916,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03007800,V-006,VS256703034893,PTY-CTRL,Chonburi,shipped
464305150943,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03010100,V-006,VS256703030478,BKK-SIAM,Bangkok,shipped
1010190819589,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03010567,V-006,VS256703030949,REMOTE,Bangkok,shipped
947803985598,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03011000,V-006,VS256703037213,CNX-MAYA,Chiang Mai,shipped
537948558410,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03012300,V-006,VS256703036979,HKT-FEST,Phuket,shipped
339070294133,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03012339,V-006,VS256703035764,REMOTE,Bangkok,shipped
871061118049,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03012600,V-006,VS256703036382,HKT-FEST,Phuket,shipped
308231062126,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03015200,V-006,VS256703035432,BKK-EMSP,Bangkok,shipped
903933256785,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03017700,V-006,VS256703030853,CNX-MAYA,Chiang Mai,shipped
808632226388,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03019600,V-006,VS256703035223,BKK-PKT,Bangkok,shipped
955403812842,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03020100,V-006,VS256703036973,HKT-FEST,Phuket,shipped
31299934050,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03021300,V-006,VS256703037433,BKK-SIAM,Bangkok,shipped
53510690145,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03021406,V-006,VS256703039353,REMOTE,Bangkok,shipped
440361219030,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03022600,V-006,VS256703039743,PTY-CTRL,Chonburi,shipped
718844785974,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03022719,V-006,VS256703033917,REMOTE,Bangkok,shipped
497722521908,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03024200,V-006,VS256703038066,BKK-CTW,Bangkok,shipped
900896551297,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03024400,V-006,VS256703032894,BKK-SIAM,Bangkok,shipped
454975562091,2024-03-03,2024-03-03,2026-01-15,TXN-202403-03029400,V-006,VS256703032569,BKK-SIAM,Bangkok,shipped
535542059770,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04000265,V-006,VS256703043503,REMOTE,Bangkok,shipped
66683272908,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04000600,V-006,VS256703049499,BKK-R9,Bangkok,shipped
149645753101,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04000677,V-006,VS256703044689,REMOTE,Bangkok,shipped
250376535536,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04001348,V-006,VS256703042006,REMOTE,Bangkok,shipped
683199580878,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04002000,V-006,VS256703040505,BKK-SIAM,Bangkok,shipped
837071704770,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04004500,V-006,VS256703048461,BKK-EMSP,Bangkok,shipped
998779963982,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04004707,V-006,VS256703048922,REMOTE,Bangkok,shipped
1079605068853,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04007400,V-006,VS256703046888,BKK-R9,Bangkok,shipped
521874266055,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04008100,V-006,VS256703040497,CNX-MAYA,Chiang Mai,shipped
545058428835,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04008700,V-006,VS256703040441,BKK-CTW,Bangkok,shipped
231161040033,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04008900,V-006,VS256703047939,CNX-MAYA,Chiang Mai,shipped
906737492683,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04009017,V-006,VS256703043697,REMOTE,Bangkok,shipped
920225853123,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04009600,V-006,VS256703043333,UDN-CTRL,Udon Thani,shipped
946086838835,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04009700,V-006,VS256703045844,BKK-SIAM,Bangkok,shipped
910871938580,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04010600,V-006,VS256703049940,BKK-SIAM,Bangkok,shipped
663696101047,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04011700,V-006,VS256703045338,BKK-PKT,Bangkok,shipped
406260370247,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04012100,V-006,VS256703047778,PTY-CTRL,Chonburi,shipped
1066451393317,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04012900,V-006,VS256703041576,BKK-CTW,Bangkok,shipped
656260449305,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04013000,V-006,VS256703044679,UDN-CTRL,Udon Thani,shipped
593023346856,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04014400,V-006,VS256703045032,BKK-SIAM,Bangkok,shipped
959331891860,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04015600,V-006,VS256703041675,UDN-CTRL,Udon Thani,shipped
648468109171,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04015800,V-006,VS256703049447,BKK-PKT,Bangkok,shipped
230325874755,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04020756,V-006,VS256703046682,REMOTE,Bangkok,shipped
604045709167,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04021500,V-006,VS256703047076,BKK-EMSP,Bangkok,shipped
414406581135,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04021800,V-006,VS256703049251,BKK-EMSP,Bangkok,shipped
837205462447,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04022200,V-006,VS256703044575,BKK-R9,Bangkok,shipped
746805039937,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04023500,V-006,VS256703046443,KKC-CTRL,Khon Kaen,shipped
1051618185624,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04024230,V-006,VS256703041085,REMOTE,Bangkok,shipped
387196559594,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04024543,V-006,VS256703048578,REMOTE,Bangkok,shipped
973747608195,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04024900,V-006,VS256703043767,UDN-CTRL,Udon Thani,shipped
15096688061,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04025500,V-006,VS256703049938,CNX-MAYA,Chiang Mai,shipped
416615994208,2024-03-04,2024-03-04,2026-01-15,TXN-202403-04027660,V-006,VS256703040657,REMOTE,Bangkok,shipped
164986026852,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05000324,V-006,VS256703050766,REMOTE,Bangkok,shipped
596605208045,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05001300,V-006,VS256703050584,BKK-SIAM,Bangkok,shipped
668126421686,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05001900,V-006,VS256703058868,HKT-FEST,Phuket,shipped
1091753323809,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05003200,V-006,VS256703055742,CNX-MAYA,Chiang Mai,shipped
921576503313,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05004800,V-006,VS256703055346,UDN-CTRL,Udon Thani,shipped
1067274408603,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05005106,V-006,VS256703052665,REMOTE,Bangkok,shipped
635048494384,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05005400,V-006,VS256703052589,BKK-SIAM,Bangkok,shipped
526059322047,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05005600,V-006,VS256703056402,BKK-PKT,Bangkok,shipped
499980855273,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05008346,V-006,VS256703052459,REMOTE,Bangkok,shipped
474884062608,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05008386,V-006,VS256703059803,REMOTE,Bangkok,shipped
130559132368,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05009270,V-006,VS256703051755,REMOTE,Bangkok,shipped
140499230372,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05009656,V-006,VS256703050587,REMOTE,Bangkok,shipped
326303745889,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05009800,V-006,VS256703050085,PTY-CTRL,Chonburi,shipped
1009169722420,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05010984,V-006,VS256703058834,REMOTE,Bangkok,shipped
535123617534,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05011269,V-006,VS256703054955,REMOTE,Bangkok,shipped
430995400419,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05011400,V-006,VS256703056071,PTY-CTRL,Chonburi,shipped
509288139601,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05013500,V-006,VS256703053168,BKK-EMSP,Bangkok,shipped
324739368551,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05013553,V-006,VS256703054309,REMOTE,Bangkok,shipped
703613797297,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05013600,V-006,VS256703051579,HKT-FEST,Phuket,shipped
161789982934,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05013700,V-006,VS256703051622,BKK-SIAM,Bangkok,shipped
118035856706,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05014700,V-006,VS256703059172,BKK-SIAM,Bangkok,shipped
965534163548,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05015870,V-006,VS256703053565,REMOTE,Bangkok,shipped
905973569352,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05016007,V-006,VS256703055080,REMOTE,Bangkok,shipped
497802121567,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05016712,V-006,VS256703058009,REMOTE,Bangkok,shipped
138946629386,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05018000,V-006,VS256703058456,BKK-CTW,Bangkok,shipped
310243466471,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05020506,V-006,VS256703057104,REMOTE,Bangkok,shipped
706507612570,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05021300,V-006,VS256703050627,KKC-CTRL,Khon Kaen,shipped
647369663020,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05023200,V-006,VS256703053453,CNX-MAYA,Chiang Mai,shipped
84748254473,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05023400,V-006,VS256703053585,KKC-CTRL,Khon Kaen,shipped
322479299224,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05024265,V-006,VS256703057295,REMOTE,Bangkok,shipped
440693982081,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05025300,V-006,VS256703055576,BKK-CTW,Bangkok,shipped
934025372225,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05025900,V-006,VS256703051437,BKK-EMSP,Bangkok,shipped
210480857853,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05026500,V-006,VS256703056454,BKK-PKT,Bangkok,shipped
59712486088,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05027100,V-006,VS256703056941,UDN-CTRL,Udon Thani,shipped
219411876896,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05027243,V-006,VS256703053168,REMOTE,Bangkok,shipped
358353087603,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05027258,V-006,VS256703059287,REMOTE,Bangkok,shipped
687249736033,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05027733,V-006,VS256703054837,REMOTE,Bangkok,shipped
823156436869,2024-03-05,2024-03-05,2026-01-15,TXN-202403-05029300,V-006,VS256703057219,BKK-PKT,Bangkok,shipped
319665581943,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06002546,V-006,VS256703060686,REMOTE,Bangkok,shipped
55678820084,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06003335,V-006,VS256703069538,REMOTE,Bangkok,shipped
231064010771,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06005300,V-006,VS256703066178,KKC-CTRL,Khon Kaen,shipped
323742924743,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06005500,V-006,VS256703067350,BKK-PKT,Bangkok,shipped
692880767399,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06005800,V-006,VS256703062806,BKK-SIAM,Bangkok,shipped
1021571800927,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06006500,V-006,VS256703067311,BKK-PKT,Bangkok,shipped
459006782000,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06011511,V-006,VS256703067717,REMOTE,Bangkok,shipped
1034981245451,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06011544,V-006,VS256703065259,REMOTE,Bangkok,shipped
959216700665,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06013085,V-006,VS256703062649,REMOTE,Bangkok,shipped
1067935378831,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06013300,V-006,VS256703061564,HKT-FEST,Phuket,shipped
844050098271,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06014099,V-006,VS256703069997,REMOTE,Bangkok,shipped
503732884063,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06015100,V-006,VS256703064271,UDN-CTRL,Udon Thani,shipped
94639954816,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06015600,V-006,VS256703060184,BKK-EMSP,Bangkok,shipped
132023194419,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06017100,V-006,VS256703060113,CNX-MAYA,Chiang Mai,shipped
757107916293,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06017600,V-006,VS256703061602,PTY-CTRL,Chonburi,shipped
225975108393,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06018737,V-006,VS256703069653,REMOTE,Bangkok,shipped
681915074937,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06023400,V-006,VS256703063056,BKK-PKT,Bangkok,shipped
597177283905,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06023908,V-006,VS256703062666,REMOTE,Bangkok,shipped
739545049081,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06025700,V-006,VS256703069499,BKK-PKT,Bangkok,shipped
1038620241896,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06026122,V-006,VS256703065523,REMOTE,Bangkok,shipped
737996606183,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06027364,V-006,VS256703069378,REMOTE,Bangkok,shipped
606281104233,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06028349,V-006,VS256703063760,REMOTE,Bangkok,shipped
471378222892,2024-03-06,2024-03-06,2026-01-15,TXN-202403-06029092,V-006,VS256703065205,REMOTE,Bangkok,shipped
955106093501,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07001067,V-006,VS256703079089,REMOTE,Bangkok,shipped
165410219093,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07001325,V-006,VS256703076584,REMOTE,Bangkok,shipped
607632564054,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07002400,V-006,VS256703077752,UDN-CTRL,Udon Thani,shipped
954867736785,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07002600,V-006,VS256703074790,HKT-FEST,Phuket,shipped
943629932786,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07003400,V-006,VS256703079188,BKK-SIAM,Bangkok,shipped
236964833048,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07008674,V-006,VS256703072954,REMOTE,Bangkok,shipped
308519121158,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07009729,V-006,VS256703073511,REMOTE,Bangkok,shipped
414754277450,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07010300,V-006,VS256703070710,HKT-FEST,Phuket,shipped
570194785466,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07010354,V-006,VS256703072415,REMOTE,Bangkok,shipped
191719521208,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07010700,V-006,VS256703072888,PTY-CTRL,Chonburi,shipped
271075421123,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07011500,V-006,VS256703077198,BKK-SIAM,Bangkok,shipped
10562299605,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07012200,V-006,VS256703070744,HKT-FEST,Phuket,shipped
366263813105,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07013851,V-006,VS256703077996,REMOTE,Bangkok,shipped
215501739484,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07015300,V-006,VS256703077598,CNX-MAYA,Chiang Mai,shipped
54257478073,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07015600,V-006,VS256703070310,BKK-PKT,Bangkok,shipped
335931219133,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07016500,V-006,VS256703074075,BKK-PKT,Bangkok,shipped
75271309452,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07017200,V-006,VS256703076063,CNX-MAYA,Chiang Mai,shipped
154948170487,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07017700,V-006,VS256703077603,BKK-CTW,Bangkok,shipped
962047291554,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07017826,V-006,VS256703070475,REMOTE,Bangkok,shipped
1034299633834,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07017966,V-006,VS256703070223,REMOTE,Bangkok,shipped
693878789409,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07018267,V-006,VS256703072014,REMOTE,Bangkok,shipped
79427487832,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07019301,V-006,VS256703074449,REMOTE,Bangkok,shipped
900549198085,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07019600,V-006,VS256703071711,BKK-EMSP,Bangkok,shipped
386641186674,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07020953,V-006,VS256703071657,REMOTE,Bangkok,shipped
906775231953,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07022012,V-006,VS256703075062,REMOTE,Bangkok,shipped
257049237314,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07023700,V-006,VS256703076289,BKK-SIAM,Bangkok,shipped
604024357629,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07025600,V-006,VS256703079844,BKK-EMSP,Bangkok,shipped
571609665978,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07025900,V-006,VS256703071401,BKK-PKT,Bangkok,shipped
426285938483,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07026300,V-006,VS256703070595,HKT-FEST,Phuket,shipped
455780265413,2024-03-07,2024-03-07,2026-01-15,TXN-202403-07028900,V-006,VS256703078837,BKK-R9,Bangkok,shipped
634466784251,2024-03-08,2024-03-08,2026-01-15,TXN-202403-08000300,V-006,VS256703080084,BKK-EMSP,Bangkok,shipped
284405214937,2024-03-08,2024-03-08,2026-01-15,TXN-202403-08000600,V-006,VS256703089741,CNX-MAYA,Chiang Mai,shipped
855693994994,2024-03-08,2024-03-08,2026-01-15,TXN-202403-08001400,V-006,VS256703087968,BKK-CTW,Bangkok,shipped
523660025945,2024-03-08,2024-03-08,2026-01-15,TXN-202403-08001900,V-006,VS256703082211,BKK-SIAM,Bangkok,shipped
