txn_id,business_event_date,posting_date,effective_date,as_of_date,branch_code,customer_id,employee_id,channel,basket_total_thb,discount_total_thb,net_total_thb,shipping_charge_thb,shipping_method,promo_campaign_id,payment_method,payment_status,payment_due_date,payment_received_date,settlement_bank_txn_id,web_log_line_id,schema_version,is_b2b,retry_idempotency_marker
TXN-202406-01029600,2024-06-01,2024-06-01,,2026-01-15,BKK-R9,CUST-L3-B2B-029600,,offline,293000.00,0.00,293000.00,0.00,standard,,bank_transfer,paid,2024-07-31,2024-07-31,BT-202407-279775956878,,1,true,
TXN-202406-01029749,2024-06-01,2024-06-01,,2026-01-15,BKK-EMSP,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-01029826,2024-06-01,2024-06-01,,2026-01-15,BKK-R9,,,offline,19800.00,0.00,19800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02000209,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,90700.00,0.00,90700.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02000480,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02000571,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02000593,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02000735,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,18900.00,0.00,18900.00,0.00,express,,credit_card,paid,,,,web_20240602.jsonl:line6,1,false,
TXN-202406-02000952,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,42800.00,0.00,42800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02001100,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,CUST-L3-B2B-001100,,offline,259100.00,0.00,259100.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-898774646477,,1,true,
TXN-202406-02001300,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-001300,,offline,337200.00,0.00,337200.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-628348359077,,1,true,
TXN-202406-02001474,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,24900.00,0.00,24900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02001801,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,12800.00,0.00,12800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02002400,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,CUST-L3-B2B-002400,,offline,110400.00,0.00,110400.00,0.00,standard,,bank_transfer,paid,2024-08-01,2024-08-01,BT-202408-521233022890,,1,true,
TXN-202406-02002431,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02002576,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,21400.00,0.00,21400.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02002600,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-002600,,offline,286400.00,0.00,286400.00,0.00,standard,,bank_transfer,paid,2024-08-01,2024-08-13,BT-202408-874157438071,,1,true,
TXN-202406-02002645,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02002734,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02002874,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,24900.00,0.00,24900.00,0.00,express,,credit_card,paid,,,,web_20240602.jsonl:line12,1,false,
TXN-202406-02003094,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02003126,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,49800.00,0.00,49800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02003145,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,48800.00,0.00,48800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02003575,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02004065,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02004126,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02004131,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,111600.00,0.00,111600.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02004220,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,55900.00,0.00,55900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02004333,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02004698,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,109800.00,0.00,109800.00,0.00,express,,credit_card,paid,,,,web_20240602.jsonl:line18,1,false,
TXN-202406-02004796,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02004831,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,43800.00,0.00,43800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02004873,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02005075,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,18900.00,0.00,18900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02005128,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,24900.00,0.00,24900.00,0.00,express,,mobile_wallet,paid,,,,web_20240602.jsonl:line24,1,false,
TXN-202406-02005225,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,121700.00,0.00,121700.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02005600,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,CUST-L3-B2B-005600,,offline,85500.00,0.00,85500.00,0.00,standard,,bank_transfer,paid,2024-08-01,2024-08-05,BT-202408-614770261301,,1,true,
TXN-202406-02005635,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,110600.00,0.00,110600.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02005846,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,85800.00,0.00,85800.00,0.00,express,,mobile_wallet,paid,,,,web_20240602.jsonl:line30,1,false,
TXN-202406-02006033,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02006043,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,29800.00,0.00,29800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02006252,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02006300,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,CUST-L3-B2B-006300,,offline,66600.00,0.00,66600.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-215933981512,,1,true,
TXN-202406-02006717,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,55900.00,0.00,55900.00,0.00,express,,mobile_wallet,paid,,,,web_20240602.jsonl:line36,1,false,
TXN-202406-02006971,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02007056,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02007300,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,CUST-L3-B2B-007300,,offline,175400.00,0.00,175400.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-313069785686,,1,true,
TXN-202406-02007356,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,24900.00,0.00,24900.00,0.00,express,,debit_card,paid,,,,web_20240602.jsonl:line42,1,false,
TXN-202406-02007548,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,85800.00,0.00,85800.00,0.00,express,,credit_card,paid,,,,web_20240602.jsonl:line48,1,false,
TXN-202406-02007794,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,128500.00,0.00,128500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02007915,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02007988,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02008412,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,72700.00,0.00,72700.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02008417,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,29800.00,0.00,29800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02008440,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,24900.00,0.00,24900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02008480,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,159000.00,0.00,159000.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02008501,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02008673,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02008712,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,25800.00,0.00,25800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02008914,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,13400.00,0.00,13400.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02008975,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02009610,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02010627,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02010845,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,8500.00,0.00,8500.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02012084,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,55900.00,0.00,55900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02012216,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,31800.00,0.00,31800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02012268,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,143900.00,0.00,143900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02012352,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,29900.00,0.00,29900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02012380,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02012686,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,18900.00,0.00,18900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02013275,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02013283,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02013300,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,CUST-L3-B2B-013300,,offline,151000.00,0.00,151000.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-426475210014,,1,true,
TXN-202406-02013570,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02014167,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,59800.00,0.00,59800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02014364,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,16900.00,0.00,16900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02014609,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02014890,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02015300,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,CUST-L3-B2B-015300,,offline,334000.00,0.00,334000.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-25878884044,,1,true,
TXN-202406-02015700,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,CUST-L3-B2B-015700,,offline,321100.00,0.00,321100.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-730476692568,,1,true,
TXN-202406-02015744,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02016100,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,CUST-L3-B2B-016100,,offline,206600.00,0.00,206600.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-933791226864,,1,true,
TXN-202406-02016602,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02016790,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,33400.00,0.00,33400.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02016890,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,24900.00,0.00,24900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02017052,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,132300.00,0.00,132300.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02017255,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,111800.00,0.00,111800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02017300,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-017300,,offline,366800.00,0.00,366800.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-1035297986846,,1,true,
TXN-202406-02017337,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02017511,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,25800.00,0.00,25800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02018800,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,CUST-L3-B2B-018800,,offline,221100.00,0.00,221100.00,0.00,standard,,bank_transfer,paid,2024-08-01,2024-08-01,BT-202408-565187520933,,1,true,
TXN-202406-02018912,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,68800.00,0.00,68800.00,0.00,express,,credit_card,paid,,,,web_20240602.jsonl:line54,1,false,
TXN-202406-02019016,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,37800.00,0.00,37800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02019079,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,127200.00,0.00,127200.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02019200,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,CUST-L3-B2B-019200,,offline,38500.00,0.00,38500.00,0.00,standard,,bank_transfer,paid,2024-08-01,2024-08-01,BT-202408-459272533117,,1,true,
TXN-202406-02019260,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02019663,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,24900.00,0.00,24900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02020160,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,63300.00,0.00,63300.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02020260,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,122700.00,0.00,122700.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02020282,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,8500.00,0.00,8500.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02020520,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,55800.00,0.00,55800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02020608,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02020915,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,18900.00,0.00,18900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02020983,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,25800.00,0.00,25800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02021430,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02021755,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,15400.00,0.00,15400.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02022175,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,24900.00,0.00,24900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02022178,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02022293,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,80800.00,0.00,80800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02022394,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,68800.00,0.00,68800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02022500,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,CUST-L3-B2B-022500,,offline,218100.00,0.00,218100.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-59131757840,,1,true,
TXN-202406-02022598,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02022855,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,13800.00,0.00,13800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02023147,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02023256,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,60800.00,0.00,60800.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02023552,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,4900.00,0.00,4900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02023612,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,17000.00,0.00,17000.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02023678,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02023878,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02024052,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,115600.00,0.00,115600.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02024568,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,80800.00,0.00,80800.00,0.00,express,,mobile_wallet,paid,,,,web_20240602.jsonl:line60,1,false,
TXN-202406-02024700,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,CUST-L3-B2B-024700,,offline,188700.00,0.00,188700.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-277813512349,,1,true,
TXN-202406-02024741,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02025300,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,CUST-L3-B2B-025300,,offline,233100.00,0.00,233100.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-29211342655,,1,true,
TXN-202406-02025641,2024-06-02,2024-06-02,,2026-01-15,REMOTE,,,online,20300.00,0.00,20300.00,0.00,express,,credit_card,paid,,,,web_20240602.jsonl:line66,1,false,
TXN-202406-02025695,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02025775,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02025977,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02026356,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02026406,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02026943,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,17000.00,0.00,17000.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02026973,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,133000.00,0.00,133000.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02027218,2024-06-02,2024-06-02,,2026-01-15,CNX-MAYA,,,offline,32700.00,0.00,32700.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02027360,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,54800.00,0.00,54800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02027570,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,12900.00,0.00,12900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02027665,2024-06-02,2024-06-02,,2026-01-15,HKT-FEST,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02027920,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,135100.00,0.00,135100.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02027987,2024-06-02,2024-06-02,,2026-01-15,BKK-R9,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02028151,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02028167,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02028300,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,CUST-L3-B2B-028300,,offline,109500.00,0.00,109500.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-434492308001,,1,true,
TXN-202406-02028405,2024-06-02,2024-06-02,,2026-01-15,BKK-SIAM,,,offline,24900.00,0.00,24900.00,0.00,standard,,mobile_wallet,paid,,,,,1,false,
TXN-202406-02028558,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02028736,2024-06-02,2024-06-02,,2026-01-15,BKK-PKT,,,offline,68800.00,0.00,68800.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-02028806,2024-06-02,2024-06-02,,2026-01-15,UDN-CTRL,,,offline,42800.00,0.00,42800.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02028881,2024-06-02,2024-06-02,,2026-01-15,PTY-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,1,false,
TXN-202406-02029122,2024-06-02,2024-06-02,,2026-01-15,BKK-EMSP,,,offline,25800.00,0.00,25800.00,0.00,standard,,debit_card,paid,,,,,1,false,
TXN-202406-02029300,2024-06-02,2024-06-02,,2026-01-15,KKC-CTRL,CUST-L3-B2B-029300,,offline,221800.00,0.00,221800.00,0.00,standard,,bank_transfer,paid,2024-07-02,2024-07-02,BT-202407-818932047400,,1,true,
TXN-202406-02029313,2024-06-02,2024-06-02,,2026-01-15,BKK-CTW,,,offline,24900.00,0.00,24900.00,0.00,standard,,credit_card,paid,,,,,1,false,
TXN-202406-03000214,2024-06-03,2024-06-03,,2026-01-15,REMOTE,,,online,4900.00,0.00,4900.00,0.00,express,,credit_card,paid,,,,web_20240603.jsonl:line6,1,false,
TXN-202406-03000700,2024-06-03,2024-06-03,,2026-01-15,BKK-R9,CUST-L3-B2B-000700,,offline,342000.00,0.00,342000.00,0.00,standard,,bank_transfer,paid,2024-07-03,2024-07-03,BT-202407-550301906908,,1,true,
