date_iso,date_be_string,day_of_week,is_thai_public_holiday,fiscal_year,fiscal_quarter
2025-08-27,2568-08-27,3,false,2568,3
2025-08-28,2568-08-28,4,false,2568,3
2025-08-29,2568-08-29,5,false,2568,3
2025-08-30,2568-08-30,6,false,2568,3
2025-08-31,2568-08-31,7,false,2568,3
2025-09-01,2568-09-01,1,false,2568,3
2025-09-02,2568-09-02,2,false,2568,3
2025-09-03,2568-09-03,3,false,2568,3
2025-09-04,2568-09-04,4,false,2568,3
2025-09-05,2568-09-05,5,false,2568,3
2025-09-06,2568-09-06,6,false,2568,3
2025-09-07,2568-09-07,7,false,2568,3
2025-09-08,2568-09-08,1,false,2568,3
2025-09-09,2568-09-09,2,false,2568,3
2025-09-10,2568-09-10,3,false,2568,3
2025-09-11,2568-09-11,4,false,2568,3
2025-09-12,2568-09-12,5,false,2568,3
2025-09-13,2568-09-13,6,false,2568,3
2025-09-14,2568-09-14,7,false,2568,3
2025-09-15,2568-09-15,1,false,2568,3
2025-09-16,2568-09-16,2,false,2568,3
2025-09-17,2568-09-17,3,false,2568,3
2025-09-18,2568-09-18,4,false,2568,3
2025-09-19,2568-09-19,5,false,2568,3
2025-09-20,2568-09-20,6,false,2568,3
2025-09-21,2568-09-21,7,false,2568,3
2025-09-22,2568-09-22,1,false,2568,3
2025-09-23,2568-09-23,2,false,2568,3
2025-09-24,2568-09-24,3,false,2568,3
2025-09-25,2568-09-25,4,false,2568,3
2025-09-26,2568-09-26,5,false,2568,3
2025-09-27,2568-09-27,6,false,2568,3
2025-09-28,2568-09-28,7,false,2568,3
2025-09-29,2568-09-29,1,false,2568,3
2025-09-30,2568-09-30,2,false,2568,3
2025-10-01,2568-10-01,3,false,2568,4
2025-10-02,2568-10-02,4,false,2568,4
2025-10-03,2568-10-03,5,false,2568,4
2025-10-04,2568-10-04,6,false,2568,4
2025-10-05,2568-10-05,7,false,2568,4
2025-10-06,2568-10-06,1,false,2568,4
2025-10-07,2568-10-07,2,false,2568,4
2025-10-08,2568-10-08,3,false,2568,4
2025-10-09,2568-10-09,4,false,2568,4
2025-10-10,2568-10-10,5,false,2568,4
2025-10-11,2568-10-11,6,false,2568,4
2025-10-12,2568-10-12,7,false,2568,4
2025-10-13,2568-10-13,1,false,2568,4
2025-10-14,2568-10-14,2,false,2568,4
2025-10-15,2568-10-15,3,false,2568,4
2025-10-16,2568-10-16,4,false,2568,4
2025-10-17,2568-10-17,5,false,2568,4
2025-10-18,2568-10-18,6,false,2568,4
2025-10-19,2568-10-19,7,false,2568,4
2025-10-20,2568-10-20,1,false,2568,4
2025-10-21,2568-10-21,2,false,2568,4
2025-10-22,2568-10-22,3,false,2568,4
2025-10-23,2568-10-23,4,false,2568,4
2025-10-24,2568-10-24,5,false,2568,4
2025-10-25,2568-10-25,6,false,2568,4
2025-10-26,2568-10-26,7,false,2568,4
2025-10-27,2568-10-27,1,false,2568,4
2025-10-28,2568-10-28,2,false,2568,4
2025-10-29,2568-10-29,3,false,2568,4
2025-10-30,2568-10-30,4,false,2568,4
2025-10-31,2568-10-31,5,false,2568,4
2025-11-01,2568-11-01,6,false,2568,4
2025-11-02,2568-11-02,7,false,2568,4
2025-11-03,2568-11-03,1,false,2568,4
2025-11-04,2568-11-04,2,false,2568,4
2025-11-05,2568-11-05,3,false,2568,4
2025-11-06,2568-11-06,4,false,2568,4
2025-11-07,2568-11-07,5,false,2568,4
2025-11-08,2568-11-08,6,false,2568,4
2025-11-09,2568-11-09,7,false,2568,4
2025-11-10,2568-11-10,1,false,2568,4
2025-11-11,2568-11-11,2,false,2568,4
2025-11-12,2568-11-12,3,false,2568,4
2025-11-13,2568-11-13,4,false,2568,4
2025-11-14,2568-11-14,5,false,2568,4
2025-11-15,2568-11-15,6,false,2568,4
2025-11-16,2568-11-16,7,false,2568,4
2025-11-17,2568-11-17,1,false,2568,4
2025-11-18,2568-11-18,2,false,2568,4
2025-11-19,2568-11-19,3,false,2568,4
2025-11-20,2568-11-20,4,false,2568,4
2025-11-21,2568-11-21,5,false,2568,4
2025-11-22,2568-11-22,6,false,2568,4
2025-11-23,2568-11-23,7,false,2568,4
2025-11-24,2568-11-24,1,false,2568,4
2025-11-25,2568-11-25,2,false,2568,4
2025-11-26,2568-11-26,3,false,2568,4
2025-11-27,2568-11-27,4,false,2568,4
2025-11-28,2568-11-28,5,false,2568,4
2025-11-29,2568-11-29,6,false,2568,4
2025-11-30,2568-11-30,7,false,2568,4
2025-12-01,2568-12-01,1,false,2568,4
2025-12-02,2568-12-02,2,false,2568,4
2025-12-03,2568-12-03,3,false,2568,4
2025-12-04,2568-12-04,4,false,2568,4
2025-12-05,2568-12-05,5,false,2568,4
2025-12-06,2568-12-06,6,false,2568,4
2025-12-07,2568-12-07,7,false,2568,4
2025-12-08,2568-12-08,1,false,2568,4
2025-12-09,2568-12-09,2,false,2568,4
2025-12-10,2568-12-10,3,false,2568,4
2025-12-11,2568-12-11,4,false,2568,4
2025-12-12,2568-12-12,5,false,2568,4
2025-12-13,2568-12-13,6,false,2568,4
2025-12-14,2568-12-14,7,false,2568,4
2025-12-15,2568-12-15,1,false,2568,4
2025-12-16,2568-12-16,2,false,2568,4
2025-12-17,2568-12-17,3,false,2568,4
2025-12-18,2568-12-18,4,false,2568,4
2025-12-19,2568-12-19,5,false,2568,4
2025-12-20,2568-12-20,6,false,2568,4
2025-12-21,2568-12-21,7,false,2568,4
2025-12-22,2568-12-22,1,false,2568,4
2025-12-23,2568-12-23,2,false,2568,4
2025-12-24,2568-12-24,3,false,2568,4
2025-12-25,2568-12-25,4,false,2568,4
2025-12-26,2568-12-26,5,false,2568,4
2025-12-27,2568-12-27,6,false,2568,4
2025-12-28,2568-12-28,7,false,2568,4
2025-12-29,2568-12-29,1,false,2568,4
2025-12-30,2568-12-30,2,false,2568,4
2025-12-31,2568-12-31,3,false,2568,4
