cs_interaction_id,business_event_date,posting_date,effective_date,as_of_date,customer_id,employee_id,branch_code,channel,interaction_type,resolution_type,related_refund_id,related_warranty_claim_id,chat_session_id
CSI-202404-2453691,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-004323,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202404-23004323,,
CSI-202404-8019100,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-004763,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202404-23004763,,
CSI-202404-6655874,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-005304,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202404-23005304,,
CSI-202404-9720631,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-005965,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202404-23005965,,
CSI-202404-10593427,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-006818,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202404-23006818,,
CSI-202404-5108227,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-007435,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202404-23007435,
CSI-202404-3294896,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-007576,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-23-c15b5d
CSI-202404-7728023,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-007964,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202404-23007964,
CSI-202404-13811130,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-010142,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202404-23010142,,
CSI-202404-3877364,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-012940,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202404-23012940,,
CSI-202404-11828423,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-018829,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202404-23018829,
CSI-202404-7553489,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-020171,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-23-20e5f8
CSI-202404-1257274,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-021030,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202404-23021030,,
CSI-202404-6819722,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-022092,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202404-23022092,,
CSI-202404-14282072,2024-04-23,2024-04-23,,2026-01-15,CUST-L3-028501,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202404-23028501,,
CSI-202404-10213723,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-000481,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202404-24000481,,
CSI-202404-10636951,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-000540,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202404-24000540,,
CSI-202404-5492310,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-000574,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202404-24000574,,
CSI-202404-3976492,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-001291,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-24-0a45eb
CSI-202404-12617484,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-002133,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202404-24002133,,
CSI-202404-14521231,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-002621,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202404-24002621,,
CSI-202404-1828211,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-005191,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202404-24005191,,
CSI-202404-8038777,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-007485,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202404-24007485,
CSI-202404-7157382,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-012490,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202404-24012490,,
CSI-202404-9523324,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-013171,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202404-24013171,
CSI-202404-2666951,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-014818,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202404-24014818,,
CSI-202404-16397219,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-015295,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-24-2396f8
CSI-202404-14735880,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-016341,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202404-24016341,
CSI-202404-15468013,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-016695,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202404-24016695,,
CSI-202404-9518504,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-019270,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202404-24019270,,
CSI-202404-1404655,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-019644,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202404-24019644,
CSI-202404-8367647,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-021423,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202404-24021423,
CSI-202404-15499124,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-023068,EMP-L3-00115,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-24-ab12af
CSI-202404-11889874,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-024267,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202404-24024267,,
CSI-202404-8230873,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-027889,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-24-afa773
CSI-202404-9531949,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-029850,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202404-24029850,,
CSI-202404-004693,2024-04-24,2024-04-24,,2026-01-15,CUST-L3-029850,EMP-L3-00139,BKK-R9,in_person,warranty_claim,open,,WC-202404-24029850,
CSI-202404-9842369,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-000058,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-25-ce6e86
CSI-202404-581481,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-006168,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202404-25006168,,
CSI-202404-5560541,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-009358,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-25-d6d791
CSI-202404-4544532,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-010049,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-25-41b242
CSI-202404-6907675,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-013276,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-25-8e92f5
CSI-202404-4361384,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-018471,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202404-25018471,,
CSI-202404-4912804,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-021197,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202404-25021197,,
CSI-202404-9929270,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-022523,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202404-25022523,,
CSI-202404-12476203,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-022843,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202404-25022843,
CSI-202404-12064113,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-023572,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202404-25023572,,
CSI-202404-14623127,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-024001,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-25-284727
CSI-202404-16161742,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-024216,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202404-25024216,
CSI-202404-8446844,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-028177,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-25-fff0ea
CSI-202404-6399712,2024-04-25,2024-04-25,,2026-01-15,CUST-L3-029643,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202404-25029643,
CSI-202404-6447471,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-001630,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202404-26001630,
CSI-202404-4774290,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-002764,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-26-cbc272
CSI-202404-9170009,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-005984,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202404-26005984,
CSI-202404-2830951,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-005984,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-26-2e713c
CSI-202404-2138560,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-006607,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202404-26006607,,
CSI-202404-15068008,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-006911,EMP-L3-00043,BKK-R9,in_person,warranty_claim,open,,WC-202404-26006911,
CSI-202404-713655,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-008079,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202404-26008079,
CSI-202404-13064647,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-009163,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-26-670177
CSI-202404-16293883,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-009464,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202404-26009464,,
CSI-202404-14249591,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-009953,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202404-26009953,
CSI-202404-2895470,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-014610,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202404-26014610,,
CSI-202404-4327141,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-018073,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-26-2b7052
CSI-202404-9388145,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-019073,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202404-26019073,,
CSI-202404-8971022,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-022025,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202404-26022025,,
CSI-202404-2450532,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-023395,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-26-79660c
CSI-202404-2888795,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-023830,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202404-26023830,,
CSI-202404-8581835,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-024208,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202404-26024208,,
CSI-202404-757626,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-025370,EMP-L3-00115,BKK-R9,in_person,warranty_claim,open,,WC-202404-26025370,
CSI-202404-337104,2024-04-26,2024-04-26,,2026-01-15,CUST-L3-026966,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202404-26026966,
CSI-202404-14307527,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-000090,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202404-27000090,,
CSI-202404-1752487,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-000215,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202404-27000215,,
CSI-202404-3236744,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-001547,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202404-27001547,
CSI-202404-5209126,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-003657,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202404-27003657,,
CSI-202404-7443313,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-005954,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202404-27005954,,
CSI-202404-2172906,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-006649,EMP-L3-00043,BKK-R9,in_person,warranty_claim,open,,WC-202404-27006649,
CSI-202404-16353034,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-006829,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-27-7876c1
CSI-202404-15892425,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-009176,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-27-1f237a
CSI-202404-1448347,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-009402,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202404-27009402,,
CSI-202404-3508510,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-009685,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-27-da0ea7
CSI-202404-15840052,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-009884,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-27-39020c
CSI-202404-4594258,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-010402,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202404-27010402,
CSI-202404-1544240,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-010493,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202404-27010493,,
CSI-202404-307423,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-012568,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202404-27012568,
CSI-202404-7510027,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-013877,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202404-27013877,,
CSI-202404-4821952,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-014988,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202404-27014988,
CSI-202404-7514642,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-016336,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202404-27016336,
CSI-202404-16301550,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-019568,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202404-27019568,,
CSI-202404-11267643,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-023078,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202404-27023078,
CSI-202404-11912635,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-024026,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-27-4e05e6
CSI-202404-4114224,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-025114,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202404-27025114,,
CSI-202404-6791714,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-025480,EMP-L3-00139,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-27-97f5e9
CSI-202404-14923288,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-027849,EMP-L3-00145,BKK-R9,in_person,refund_request,resolved,RFD-202404-27027849,,
CSI-202404-2076227,2024-04-27,2024-04-27,,2026-01-15,CUST-L3-029108,EMP-L3-00151,BKK-R9,in_person,warranty_claim,open,,WC-202404-27029108,
CSI-202404-12911233,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-000652,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202404-28000652,,
CSI-202404-2057346,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-001759,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202404-28001759,
CSI-202404-4728027,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-002209,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202404-28002209,,
CSI-202404-11920387,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-002735,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202404-28002735,,
CSI-202404-438433,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-003223,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-28-cd2e5f
CSI-202404-15218293,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-003536,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202404-28003536,,
CSI-202404-12397361,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-003874,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202404-28003874,,
CSI-202404-8172291,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-006531,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202404-28006531,,
CSI-202404-8769154,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-008499,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202404-28008499,,
CSI-202404-11117318,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-009756,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202404-28009756,,
CSI-202404-1507109,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-010609,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-28-f34c1e
CSI-202404-15071629,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-013838,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202404-28013838,
CSI-202404-1547075,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-016166,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202404-28016166,
CSI-202404-064369,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-018442,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202404-28018442,
CSI-202404-020782,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-019399,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202404-28019399,,
CSI-202404-10450469,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-019933,EMP-L3-00103,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-28-e9c6d6
CSI-202404-894899,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-021205,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202404-28021205,,
CSI-202404-5400433,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-021643,EMP-L3-00115,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-28-b545cc
CSI-202404-15087906,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-023185,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202404-28023185,
CSI-202404-4201327,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-025056,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202404-28025056,,
CSI-202404-11705211,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-028620,EMP-L3-00133,BKK-R9,in_person,warranty_claim,open,,WC-202404-28028620,
CSI-202404-13940677,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-028733,EMP-L3-00139,BKK-R9,in_person,refund_request,resolved,RFD-202404-28028733,,
CSI-202404-4494903,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-029587,EMP-L3-00145,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-28-6d409d
CSI-202404-3628945,2024-04-28,2024-04-28,,2026-01-15,CUST-L3-029594,EMP-L3-00151,BKK-R9,in_person,warranty_claim,open,,WC-202404-28029594,
CSI-202404-10482758,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-000966,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202404-29000966,
CSI-202404-2758341,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-001548,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202404-29001548,,
CSI-202404-2597135,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-002256,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202404-29002256,
CSI-202404-1557653,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-004903,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202404-29004903,,
CSI-202404-10631429,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-012854,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202404-29012854,
CSI-202404-15272087,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-014582,EMP-L3-00043,BKK-R9,in_person,warranty_claim,open,,WC-202404-29014582,
CSI-202404-15840158,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-020401,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-29-622578
CSI-202404-3093385,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-020710,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202404-29020710,
CSI-202404-3178769,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-022551,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202404-29022551,,
CSI-202404-7471856,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-022553,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-29-18f1dc
CSI-202404-2550331,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-024266,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202404-29024266,
CSI-202404-13774554,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-026330,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202404-29026330,,
CSI-202404-2465465,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-027098,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202404-29027098,,
CSI-202404-9673484,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-028324,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-29-5ba435
CSI-202404-7680675,2024-04-29,2024-04-29,,2026-01-15,CUST-L3-028415,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202404-29028415,,
CSI-202404-12941788,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-000184,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-30-605d7a
CSI-202404-9465615,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-004320,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202404-30004320,,
CSI-202404-9366885,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-006404,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-30-ed2cf2
CSI-202404-2024481,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-007364,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202404-30007364,,
CSI-202404-3901220,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-011216,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-30-8572c5
CSI-202404-4046643,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-011270,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202404-30011270,,
CSI-202404-097530,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-013439,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202404-30013439,,
CSI-202404-2633319,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-014159,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-04-30-f391ba
CSI-202404-5238210,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-015744,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202404-30015744,,
CSI-202404-12319016,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-016809,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202404-30016809,
CSI-202404-13160535,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-017954,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202404-30017954,,
CSI-202404-14500277,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-020053,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202404-30020053,
CSI-202404-12338056,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-021199,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202404-30021199,,
CSI-202404-14672477,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-022332,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202404-30022332,
CSI-202404-5651324,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-022589,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202404-30022589,,
CSI-202404-173645,2024-04-30,2024-04-30,,2026-01-15,CUST-L3-029683,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202404-30029683,,
CSI-202405-9812561,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-000262,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202405-01000262,,
CSI-202405-5031193,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-000378,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202405-01000378,,
CSI-202405-16532822,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-001118,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-01-eb0133
CSI-202405-13830176,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-001583,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202405-01001583,
CSI-202405-1828645,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-001583,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2024-05-01-1ec827
CSI-202405-3201089,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-001780,EMP-L3-00043,BKK-R9,in_person,warranty_claim,open,,WC-202405-01001780,
CSI-202405-003740,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-002840,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202405-01002840,,
CSI-202405-14982571,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-003647,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202405-01003647,,
CSI-202405-7084978,2024-05-01,2024-05-01,,2026-01-15,CUST-L3-004625,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202405-01004625,,
