bank_txn_id,business_event_date,posting_date,effective_date,as_of_date,account_id,transaction_type,counterparty,related_entity_id,related_entity_table,amount_thb,balance_after_thb,description
BT-202402-713601114269,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-028100,TXN-202401-06028100,FACT_SALES,182800.00,-12878500.00,B2B paid-on-time settlement for TXN-202401-06028100
BT-202402-45106499028,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012601,RFD-202402-05012601,FACT_REFUND_PAID,-12900.00,-13216900.00,Refund payout RFD-202402-05012601
BT-202402-744783040916,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012721,RFD-202402-05012721,FACT_REFUND_PAID,-6900.00,-12885400.00,Refund payout RFD-202402-05012721
BT-202402-396766055876,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012984,RFD-202402-05012984,FACT_REFUND_PAID,-55900.00,-12704000.00,Refund payout RFD-202402-05012984
BT-202402-665611690307,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-013033,RFD-202402-05013033,FACT_REFUND_PAID,-8500.00,-13042400.00,Refund payout RFD-202402-05013033
BT-202402-105423523393,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-014317,RFD-202402-05014317,FACT_REFUND_PAID,-4900.00,-12684700.00,Refund payout RFD-202402-05014317
BT-202402-757084984516,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-018306,RFD-202402-05018306,FACT_REFUND_PAID,-24900.00,-12910300.00,Refund payout RFD-202402-05018306
BT-202402-1013396107792,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-023992,RFD-202402-05023992,FACT_REFUND_PAID,-12900.00,-12888700.00,Refund payout RFD-202402-05023992
BT-202402-706803302869,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-024682,RFD-202402-05024682,FACT_REFUND_PAID,-18900.00,-13061300.00,Refund payout RFD-202402-05024682
BT-202402-493780301279,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-027934,RFD-202402-05027934,FACT_REFUND_PAID,-55900.00,-13272800.00,Refund payout RFD-202402-05027934
BT-202402-339427325882,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-028773,RFD-202402-05028773,FACT_REFUND_PAID,-6900.00,-12348100.00,Refund payout RFD-202402-05028773
BT-202402-267691340730,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-000182,435840406235,FACT_LOYALTY_LEDGER,-300.00,-12341200.00,Loyalty redeem ledger #435840406235
BT-202402-408949317369,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,transfer,BBL-OPER,,,-500000.00,-13204000.00,Inter-account transfer KBANK-OPER -> BBL-OPER
BT-202402-833617436338,2024-02-05,2024-02-05,,2026-01-15,BBL-OPER,transfer,KBANK-OPER,,,500000.00,4000000.00,Inter-account transfer KBANK-OPER -> BBL-OPER
BT-202402-386376007753,2024-02-05,2024-02-05,,2026-01-15,KBANK-OPER,transfer,SCB-OPER,,,-300000.00,-12648100.00,Inter-account transfer KBANK-OPER -> SCB-OPER
BT-202402-140296638978,2024-02-05,2024-02-05,,2026-01-15,SCB-OPER,transfer,KBANK-OPER,,,300000.00,5600000.00,Inter-account transfer KBANK-OPER -> SCB-OPER
BT-202402-1036946642992,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-003100,TXN-202401-02003100,FACT_SALES,175400.00,-12040200.00,B2B paid-late settlement for TXN-202401-02003100
BT-202402-445561583966,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-010100,TXN-202401-07010100,FACT_SALES,235400.00,-11456700.00,B2B paid-on-time settlement for TXN-202401-07010100
BT-202402-877561294461,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-011100,TXN-202401-07011100,FACT_SALES,232500.00,-10980100.00,B2B paid-on-time settlement for TXN-202401-07011100
BT-202402-974291957137,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-012500,TXN-202401-07012500,FACT_SALES,110900.00,-10894100.00,B2B paid-on-time settlement for TXN-202401-07012500
BT-202402-117876850328,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-013300,TXN-202401-07013300,FACT_SALES,330200.00,-11631300.00,B2B paid-on-time settlement for TXN-202401-07013300
BT-202402-650995496815,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-020500,TXN-202401-07020500,FACT_SALES,151000.00,-11228300.00,B2B paid-on-time settlement for TXN-202401-07020500
BT-202402-548809191962,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-020700,TXN-202401-07020700,FACT_SALES,81600.00,-11375100.00,B2B paid-on-time settlement for TXN-202401-07020700
BT-202402-551431702780,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-022700,TXN-202401-07022700,FACT_SALES,38700.00,-11336400.00,B2B paid-on-time settlement for TXN-202401-07022700
BT-202402-113105316102,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-027100,TXN-202401-07027100,FACT_SALES,87200.00,-11961500.00,B2B paid-on-time settlement for TXN-202401-07027100
BT-202402-83098077008,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-029900,TXN-202401-07029900,FACT_SALES,84500.00,-11212600.00,B2B paid-on-time settlement for TXN-202401-07029900
BT-202402-333521014982,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-005213,RFD-202402-06005213,FACT_REFUND_PAID,-4900.00,-11636200.00,Refund payout RFD-202402-06005213
BT-202402-894777592803,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-006410,RFD-202402-06006410,FACT_REFUND_PAID,-24900.00,-11005000.00,Refund payout RFD-202402-06006410
BT-202402-791495377607,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-008887,RFD-202402-06008887,FACT_REFUND_PAID,-12900.00,-11297100.00,Refund payout RFD-202402-06008887
BT-202402-986231365963,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012416,RFD-202402-06012416,FACT_REFUND_PAID,-29900.00,-10924000.00,Refund payout RFD-202402-06012416
BT-202402-576865186515,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012805,RFD-202402-06012805,FACT_REFUND_PAID,-42900.00,-11379300.00,Refund payout RFD-202402-06012805
BT-202402-652749260175,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-014077,RFD-202402-06014077,FACT_REFUND_PAID,-55900.00,-11284200.00,Refund payout RFD-202402-06014077
BT-202402-346122133865,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-017414,RFD-202402-06017414,FACT_REFUND_PAID,-55900.00,-11692100.00,Refund payout RFD-202402-06017414
BT-202402-1040591796584,2024-02-06,2024-02-06,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-023738,RFD-202402-06023738,FACT_REFUND_PAID,-8500.00,-12048700.00,Refund payout RFD-202402-06023738
BT-202402-563870263057,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-000700,TXN-202401-08000700,FACT_SALES,215100.00,-10229400.00,B2B paid-on-time settlement for TXN-202401-08000700
BT-202402-716920792643,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-001900,TXN-202401-08001900,FACT_SALES,334700.00,-9992400.00,B2B paid-on-time settlement for TXN-202401-08001900
BT-202402-451288094241,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-013300,TXN-202401-08013300,FACT_SALES,95100.00,-10604900.00,B2B paid-on-time settlement for TXN-202401-08013300
BT-202402-176290524865,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-013500,TXN-202401-08013500,FACT_SALES,52100.00,-10915000.00,B2B paid-on-time settlement for TXN-202401-08013500
BT-202402-937227724761,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-016100,TXN-202401-08016100,FACT_SALES,150700.00,-9850200.00,B2B paid-on-time settlement for TXN-202401-08016100
BT-202402-443009443500,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-017700,TXN-202401-08017700,FACT_SALES,127400.00,-10700000.00,B2B paid-on-time settlement for TXN-202401-08017700
BT-202402-263745546976,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-027100,TXN-202401-08027100,FACT_SALES,131300.00,-10790600.00,B2B paid-on-time settlement for TXN-202401-08027100
BT-202402-474757053247,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-029100,TXN-202401-08029100,FACT_SALES,160400.00,-10444500.00,B2B paid-on-time settlement for TXN-202401-08029100
BT-202402-405242454094,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-000609,RFD-202402-07000609,FACT_REFUND_PAID,-29900.00,-10820500.00,Refund payout RFD-202402-07000609
BT-202402-683190278500,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-003048,RFD-202402-07003048,FACT_REFUND_PAID,-29900.00,-10327100.00,Refund payout RFD-202402-07003048
BT-202402-680521873824,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-007206,RFD-202402-07007206,FACT_REFUND_PAID,-24900.00,-10297200.00,Refund payout RFD-202402-07007206
BT-202402-124821906143,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-020316,RFD-202402-07020316,FACT_REFUND_PAID,-12900.00,-10966800.00,Refund payout RFD-202402-07020316
BT-202402-252935058730,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-022139,RFD-202402-07022139,FACT_REFUND_PAID,-6900.00,-10921900.00,Refund payout RFD-202402-07022139
BT-202402-816020592960,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-022325,RFD-202402-07022325,FACT_REFUND_PAID,-8500.00,-10000900.00,Refund payout RFD-202402-07022325
BT-202402-657431512383,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-023046,RFD-202402-07023046,FACT_REFUND_PAID,-42900.00,-10272300.00,Refund payout RFD-202402-07023046
BT-202402-405809219828,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-027999,RFD-202402-07027999,FACT_REFUND_PAID,-6900.00,-10827400.00,Refund payout RFD-202402-07027999
BT-202402-123427004714,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-028006,RFD-202402-07028006,FACT_REFUND_PAID,-29900.00,-10953900.00,Refund payout RFD-202402-07028006
BT-202402-154347352659,2024-02-07,2024-02-07,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-011396,560832054817,FACT_LOYALTY_LEDGER,-300.00,-10967100.00,Loyalty redeem ledger #560832054817
BT-202402-140248440494,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-021900,TXN-202401-01021900,FACT_SALES,45300.00,-9494300.00,B2B paid-late settlement for TXN-202401-01021900
BT-202402-173460844620,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-025300,TXN-202401-01025300,FACT_SALES,346100.00,-9148200.00,B2B paid-late settlement for TXN-202401-01025300
BT-202402-773143221886,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-026300,TXN-202401-04026300,FACT_SALES,137500.00,-8414000.00,B2B paid-late settlement for TXN-202401-04026300
BT-202402-8463829443,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-002500,TXN-202401-09002500,FACT_SALES,65700.00,-8361200.00,B2B paid-on-time settlement for TXN-202401-09002500
BT-202402-28903513633,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-002700,TXN-202401-09002700,FACT_SALES,14700.00,-9238300.00,B2B paid-on-time settlement for TXN-202401-09002700
BT-202402-698357261767,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-013100,TXN-202401-09013100,FACT_SALES,296200.00,-8495300.00,B2B paid-on-time settlement for TXN-202401-09013100
BT-202402-1012115896700,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-013700,TXN-202401-09013700,FACT_SALES,202500.00,-9647700.00,B2B paid-on-time settlement for TXN-202401-09013700
BT-202402-120916518427,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-015700,TXN-202401-09015700,FACT_SALES,108100.00,-9539600.00,B2B paid-on-time settlement for TXN-202401-09015700
BT-202402-883552582503,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-018700,TXN-202401-09018700,FACT_SALES,316100.00,-8045100.00,B2B paid-on-time settlement for TXN-202401-09018700
BT-202402-618165386395,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-019300,TXN-202401-09019300,FACT_SALES,326100.00,-8716700.00,B2B paid-on-time settlement for TXN-202401-09019300
BT-202402-308719891507,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-025300,TXN-202401-09025300,FACT_SALES,193200.00,-9130100.00,B2B paid-on-time settlement for TXN-202401-09025300
BT-202402-345735126000,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-025900,TXN-202401-09025900,FACT_SALES,123100.00,-9025800.00,B2B paid-on-time settlement for TXN-202401-09025900
BT-202402-305543407136,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,V-001,VP-202402-2267348,FACT_VENDOR_PAYMENT,-85000.00,-9323300.00,Vendor payment V-001 VP-202402-2267348
BT-202402-271519841083,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,V-002,VP-202402-5456928,FACT_VENDOR_PAYMENT,-42000.00,-9253000.00,Vendor payment V-002 VP-202402-5456928
BT-202402-340229529358,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,V-006,VP-202402-10407172,FACT_VENDOR_PAYMENT,-18500.00,-9148600.00,Vendor payment V-006 VP-202402-10407172
BT-202402-924243903456,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,V-014,VP-202402-10805983,FACT_VENDOR_PAYMENT,-16800.00,-8061900.00,Vendor payment V-014 VP-202402-10805983
BT-202402-244476020197,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-003006,RFD-202402-08003006,FACT_REFUND_PAID,-55900.00,-9211000.00,Refund payout RFD-202402-08003006
BT-202402-8233327333,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-009697,RFD-202402-08009697,FACT_REFUND_PAID,-12900.00,-8426900.00,Refund payout RFD-202402-08009697
BT-202402-75228134304,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-011753,RFD-202402-08011753,FACT_REFUND_PAID,-55900.00,-8551500.00,Refund payout RFD-202402-08011753
BT-202402-456719908605,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-016424,RFD-202402-08016424,FACT_REFUND_PAID,-8500.00,-9042800.00,Refund payout RFD-202402-08016424
BT-202402-657328883052,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-017252,RFD-202402-08017252,FACT_REFUND_PAID,-18900.00,-8791500.00,Refund payout RFD-202402-08017252
BT-202402-633125507505,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-020757,RFD-202402-08020757,FACT_REFUND_PAID,-55900.00,-8772600.00,Refund payout RFD-202402-08020757
BT-202402-203140157528,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-022205,RFD-202402-08022205,FACT_REFUND_PAID,-6900.00,-9155100.00,Refund payout RFD-202402-08022205
BT-202402-350059631365,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-022366,RFD-202402-08022366,FACT_REFUND_PAID,-8500.00,-9034300.00,Refund payout RFD-202402-08022366
BT-202402-34545233140,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-022366,1067716656844,FACT_LOYALTY_LEDGER,-300.00,-9148900.00,Loyalty redeem ledger #1067716656844
BT-202402-99143310003,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-025397,185576979218,FACT_LOYALTY_LEDGER,-300.00,-8062200.00,Loyalty redeem ledger #185576979218
BT-202402-729033717767,2024-02-08,2024-02-08,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-029614,1033334021132,FACT_LOYALTY_LEDGER,-300.00,-8495600.00,Loyalty redeem ledger #1033334021132
BT-202402-779640101900,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-006900,TXN-202401-01006900,FACT_SALES,111400.00,-6432400.00,B2B paid-late settlement for TXN-202401-01006900
BT-202402-276152954664,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-003100,TXN-202401-10003100,FACT_SALES,187300.00,-7563500.00,B2B paid-on-time settlement for TXN-202401-10003100
BT-202402-114975669313,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-003500,TXN-202401-10003500,FACT_SALES,240100.00,-7827000.00,B2B paid-on-time settlement for TXN-202401-10003500
BT-202402-4455715648,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-007500,TXN-202401-10007500,FACT_SALES,206000.00,-7251200.00,B2B paid-on-time settlement for TXN-202401-10007500
BT-202402-594327078471,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-009900,TXN-202401-10009900,FACT_SALES,186100.00,-6851100.00,B2B paid-on-time settlement for TXN-202401-10009900
BT-202402-356221472304,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-011500,TXN-202401-10011500,FACT_SALES,132100.00,-7457200.00,B2B paid-on-time settlement for TXN-202401-10011500
BT-202402-143899912402,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-012500,TXN-202401-10012500,FACT_SALES,97600.00,-7729400.00,B2B paid-on-time settlement for TXN-202401-10012500
BT-202402-719616124160,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-024300,TXN-202401-10024300,FACT_SALES,356100.00,-6524900.00,B2B paid-on-time settlement for TXN-202401-10024300
BT-202402-585957081565,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-029500,TXN-202401-10029500,FACT_SALES,226900.00,-7037200.00,B2B paid-on-time settlement for TXN-202401-10029500
BT-202402-983910375502,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-005841,RFD-202402-09005841,FACT_REFUND_PAID,-12900.00,-6482000.00,Refund payout RFD-202402-09005841
BT-202402-473209125248,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-006949,RFD-202402-09006949,FACT_REFUND_PAID,-12900.00,-7264100.00,Refund payout RFD-202402-09006949
BT-202402-763643972644,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-009082,RFD-202402-09009082,FACT_REFUND_PAID,-18900.00,-6543800.00,Refund payout RFD-202402-09009082
BT-202402-866174347952,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-014610,RFD-202402-09014610,FACT_REFUND_PAID,-6900.00,-6444200.00,Refund payout RFD-202402-09014610
BT-202402-277053382996,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-017570,RFD-202402-09017570,FACT_REFUND_PAID,-6900.00,-7570400.00,Refund payout RFD-202402-09017570
BT-202402-301540311737,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-018085,RFD-202402-09018085,FACT_REFUND_PAID,-18900.00,-7589300.00,Refund payout RFD-202402-09018085
BT-202402-713623958935,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-019438,RFD-202402-09019438,FACT_REFUND_PAID,-29900.00,-6881000.00,Refund payout RFD-202402-09019438
BT-202402-866499882114,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-019520,RFD-202402-09019520,FACT_REFUND_PAID,-24900.00,-6469100.00,Refund payout RFD-202402-09019520
BT-202402-78138384861,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-019535,RFD-202402-09019535,FACT_REFUND_PAID,-4900.00,-6437300.00,Refund payout RFD-202402-09019535
BT-202402-162766984029,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-022291,RFD-202402-09022291,FACT_REFUND_PAID,-8500.00,-7737900.00,Refund payout RFD-202402-09022291
BT-202402-236983136577,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-025896,RFD-202402-09025896,FACT_REFUND_PAID,-12900.00,-7750800.00,Refund payout RFD-202402-09025896
BT-202402-1065902087031,2024-02-09,2024-02-09,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-029254,RFD-202402-09029254,FACT_REFUND_PAID,-4900.00,-8067100.00,Refund payout RFD-202402-09029254
BT-202402-314651052547,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-003100,TXN-202401-11003100,FACT_SALES,285500.00,-6284500.00,B2B paid-on-time settlement for TXN-202401-11003100
BT-202402-497339618218,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-019100,TXN-202401-11019100,FACT_SALES,306900.00,-6071200.00,B2B paid-on-time settlement for TXN-202401-11019100
BT-202402-151532145464,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-002951,RFD-202402-10002951,FACT_REFUND_PAID,-12900.00,-6515200.00,Refund payout RFD-202402-10002951
BT-202402-507711828278,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-003428,RFD-202402-10003428,FACT_REFUND_PAID,-16900.00,-6088100.00,Refund payout RFD-202402-10003428
BT-202402-370781816150,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-003457,RFD-202402-10003457,FACT_REFUND_PAID,-12900.00,-6359200.00,Refund payout RFD-202402-10003457
BT-202402-124198777088,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-003692,RFD-202402-10003692,FACT_REFUND_PAID,-8500.00,-6495400.00,Refund payout RFD-202402-10003692
BT-202402-981188063570,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-005004,RFD-202402-10005004,FACT_REFUND_PAID,-12900.00,-6220700.00,Refund payout RFD-202402-10005004
BT-202402-806782437283,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-006835,RFD-202402-10006835,FACT_REFUND_PAID,-8500.00,-6182300.00,Refund payout RFD-202402-10006835
BT-202402-104078143314,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-008644,RFD-202402-10008644,FACT_REFUND_PAID,-4900.00,-6486900.00,Refund payout RFD-202402-10008644
BT-202402-278221684844,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-010414,RFD-202402-10010414,FACT_REFUND_PAID,-24900.00,-6570000.00,Refund payout RFD-202402-10010414
BT-202402-714180565569,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-011218,RFD-202402-10011218,FACT_REFUND_PAID,-55900.00,-6173800.00,Refund payout RFD-202402-10011218
BT-202402-940177442003,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012182,RFD-202402-10012182,FACT_REFUND_PAID,-24900.00,-6207500.00,Refund payout RFD-202402-10012182
BT-202402-35068878553,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-012235,RFD-202402-10012235,FACT_REFUND_PAID,-5900.00,-6346300.00,Refund payout RFD-202402-10012235
BT-202402-466444885163,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-013896,RFD-202402-10013896,FACT_REFUND_PAID,-18900.00,-6378100.00,Refund payout RFD-202402-10013896
BT-202402-550073474108,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-016264,RFD-202402-10016264,FACT_REFUND_PAID,-4900.00,-6093000.00,Refund payout RFD-202402-10016264
BT-202402-662343646430,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-018185,RFD-202402-10018185,FACT_REFUND_PAID,-24900.00,-6117900.00,Refund payout RFD-202402-10018185
BT-202402-220304359572,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-024450,RFD-202402-10024450,FACT_REFUND_PAID,-29900.00,-6545100.00,Refund payout RFD-202402-10024450
BT-202402-149093956967,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-025467,RFD-202402-10025467,FACT_REFUND_PAID,-6900.00,-6502300.00,Refund payout RFD-202402-10025467
BT-202402-330404924378,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-029731,RFD-202402-10029731,FACT_REFUND_PAID,-55900.00,-6340400.00,Refund payout RFD-202402-10029731
BT-202402-970661217486,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-002689,572846875092,FACT_LOYALTY_LEDGER,-300.00,-6207800.00,Loyalty redeem ledger #572846875092
BT-202402-89571372253,2024-02-10,2024-02-10,,2026-01-15,KBANK-OPER,withdrawal,CUST-L3-013157,870393841562,FACT_LOYALTY_LEDGER,-300.00,-6182600.00,Loyalty redeem ledger #870393841562
BT-202402-162150873567,2024-02-11,2024-02-11,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-006700,TXN-202401-12006700,FACT_SALES,215500.00,-5686400.00,B2B paid-on-time settlement for TXN-202401-12006700
BT-202402-89798672248,2024-02-11,2024-02-11,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-007100,TXN-202401-12007100,FACT_SALES,125400.00,-5097200.00,B2B paid-on-time settlement for TXN-202401-12007100
BT-202402-518058256789,2024-02-11,2024-02-11,,2026-01-15,KBANK-OPER,deposit,CUST-L3-B2B-007700,TXN-202401-12007700,FACT_SALES,234200.00,-5070600.00,B2B paid-on-time settlement for TXN-202401-12007700
