return_id,business_event_date,posting_date,effective_date,as_of_date,original_txn_id,line_item_id,sku_id,branch_code,customer_id,return_reason,approved_by_employee_id,days_since_purchase,return_amount_thb
RET-202405-06028727,2024-05-06,2024-05-06,,2026-01-15,TXN-202405-06028727,927819820769,SKU-MASS-051,BKK-CTW,CUST-L3-028727,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-07003745,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07003745,154907529047,SKU-MASS-089,HKT-FEST,CUST-L3-003745,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-07003888,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07003888,204587288594,SKU-MASS-080,BKK-EMSP,CUST-L3-003888,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-07005827,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07005827,273436232582,SKU-MASS-045,BKK-SIAM,CUST-L3-005827,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-07012322,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07012322,66662599982,SKU-MASS-091,BKK-SIAM,CUST-L3-012322,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-07017487,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07017487,230069358687,SKU-MASS-106,UDN-CTRL,CUST-L3-017487,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-07019593,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07019593,479697605665,SKU-MASS-096,BKK-PKT,CUST-L3-019593,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-07019713,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07019713,766649064187,SKU-MASS-078,BKK-EMSP,CUST-L3-019713,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-07022061,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07022061,589289955811,SKU-MASS-062,REMOTE,CUST-L3-022061,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-07022695,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07022695,1027441403395,SKU-MASS-050,HKT-FEST,CUST-L3-022695,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-07026868,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07026868,401861913994,SKU-MASS-039,BKK-CTW,CUST-L3-026868,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-07027021,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07027021,154295667275,SKU-MASS-093,BKK-PKT,CUST-L3-027021,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-07028173,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07028173,989988196588,SKU-MASS-038,UDN-CTRL,CUST-L3-028173,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-07029142,2024-05-07,2024-05-07,,2026-01-15,TXN-202405-07029142,354172589723,SKU-MASS-086,KKC-CTRL,CUST-L3-029142,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-08000367,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08000367,320126199073,SKU-MASS-061,HKT-FEST,CUST-L3-000367,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-08001649,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08001649,139214937656,DN-LT-010,BKK-EMSP,CUST-L3-001649,customer_change_of_mind,EMP-L3-00005,0,84900.00
RET-202405-08001954,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08001954,378322368293,SKU-MASS-085,PTY-CTRL,CUST-L3-001954,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-08002975,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08002975,703243800868,SKU-MASS-016,PTY-CTRL,CUST-L3-002975,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-08007627,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08007627,1036932156064,SKU-MASS-107,BKK-SIAM,CUST-L3-007627,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-08008027,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08008027,521568916884,SKU-MASS-065,BKK-PKT,CUST-L3-008027,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-08008643,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08008643,120708531067,SKU-MASS-027,REMOTE,CUST-L3-008643,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-08009431,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08009431,374020351487,SKU-MASS-020,BKK-R9,CUST-L3-009431,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-08015603,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08015603,22940010006,SKU-MASS-010,BKK-SIAM,CUST-L3-015603,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-08016663,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08016663,340697983351,SKU-MASS-073,BKK-PKT,CUST-L3-016663,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-08018953,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08018953,655745325738,SKU-MASS-068,BKK-CTW,CUST-L3-018953,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-08021918,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08021918,828381247553,SKU-MASS-088,BKK-CTW,CUST-L3-021918,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-08026126,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08026126,1025947692823,SKU-MASS-068,KKC-CTRL,CUST-L3-026126,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-08027058,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08027058,485869569113,SKU-STD-001,BKK-PKT,CUST-L3-027058,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-08027178,2024-05-08,2024-05-08,,2026-01-15,TXN-202405-08027178,1038020968583,SKU-MASS-015,CNX-MAYA,CUST-L3-027178,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-09004452,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09004452,405529603527,SKU-MASS-034,REMOTE,CUST-L3-004452,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-09011232,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09011232,291575372219,SKU-MASS-054,BKK-CTW,CUST-L3-011232,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-09017245,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09017245,767221165415,SKU-MASS-064,KKC-CTRL,CUST-L3-017245,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-09019218,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09019218,920907597483,SKU-MASS-073,BKK-PKT,CUST-L3-019218,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-09020769,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09020769,682220658579,SKU-MASS-096,BKK-SIAM,CUST-L3-020769,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-09025240,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09025240,840591017480,SKU-MASS-025,PTY-CTRL,CUST-L3-025240,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-09025273,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09025273,274365803762,SKU-MASS-055,BKK-SIAM,CUST-L3-025273,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-09027157,2024-05-09,2024-05-09,,2026-01-15,TXN-202405-09027157,295401840954,SKU-MASS-057,CNX-MAYA,CUST-L3-027157,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-10000261,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10000261,255044910085,SKU-MASS-014,BKK-R9,CUST-L3-000261,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-10002249,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10002249,581272437209,SKU-MASS-091,BKK-PKT,CUST-L3-002249,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-10003019,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10003019,738280815666,SKU-MASS-103,BKK-SIAM,CUST-L3-003019,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-10003997,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10003997,627530025420,SKU-MASS-103,BKK-CTW,CUST-L3-003997,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-10005090,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10005090,156489371259,SKU-MASS-076,PTY-CTRL,CUST-L3-005090,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-10006132,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10006132,794979471366,NT-LT-001,BKK-EMSP,CUST-L3-006132,customer_change_of_mind,EMP-L3-00005,0,42900.00
RET-202405-10010802,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10010802,8515423309,SKU-MASS-090,BKK-CTW,CUST-L3-010802,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-10013945,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10013945,957636699665,SKU-MASS-021,BKK-SIAM,CUST-L3-013945,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-10014066,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10014066,413262402306,SKU-MASS-052,CNX-MAYA,CUST-L3-014066,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-10014508,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10014508,978792955172,SKU-MASS-060,CNX-MAYA,CUST-L3-014508,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-10019787,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10019787,641339969778,SKU-MASS-083,CNX-MAYA,CUST-L3-019787,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-10029355,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10029355,449536062793,SKU-MASS-012,PTY-CTRL,CUST-L3-029355,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-10029672,2024-05-10,2024-05-10,,2026-01-15,TXN-202405-10029672,489600229243,SKU-MASS-074,PTY-CTRL,CUST-L3-029672,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-11000286,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11000286,884414610177,SKU-MASS-092,REMOTE,CUST-L3-000286,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-11000606,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11000606,1051614344350,SKU-MASS-086,BKK-CTW,CUST-L3-000606,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-11003224,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11003224,176217267775,SKU-MASS-083,KKC-CTRL,CUST-L3-003224,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-11004409,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11004409,643912387694,SKU-MASS-021,REMOTE,CUST-L3-004409,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-11005302,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11005302,306903622946,SKU-MASS-054,BKK-SIAM,CUST-L3-005302,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-11005457,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11005457,373694041158,SKU-MASS-030,KKC-CTRL,CUST-L3-005457,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-11005735,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11005735,933806182185,SKU-MASS-083,BKK-PKT,CUST-L3-005735,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-11005973,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11005973,603327684370,SKU-MASS-107,BKK-SIAM,CUST-L3-005973,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-11007871,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11007871,310922496710,SKU-MASS-018,BKK-PKT,CUST-L3-007871,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-11009033,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11009033,568099553223,SKU-STD-001,CNX-MAYA,CUST-L3-009033,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-11020463,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11020463,1039944527206,SKU-MASS-103,CNX-MAYA,CUST-L3-020463,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-11021860,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11021860,50369767622,SKU-MASS-092,PTY-CTRL,CUST-L3-021860,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-11022788,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11022788,406325279586,SKU-MASS-027,BKK-EMSP,CUST-L3-022788,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-11025903,2024-05-11,2024-05-11,,2026-01-15,TXN-202405-11025903,867208535704,SKU-MASS-085,BKK-SIAM,CUST-L3-025903,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-12000846,2024-05-12,2024-05-12,,2026-01-15,TXN-202405-12000846,815916058001,SKU-MASS-092,BKK-SIAM,CUST-L3-000846,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-12004839,2024-05-12,2024-05-12,,2026-01-15,TXN-202405-12004839,917905490700,SKU-MASS-095,BKK-R9,CUST-L3-004839,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-12008553,2024-05-12,2024-05-12,,2026-01-15,TXN-202405-12008553,756718371395,SKU-MASS-047,KKC-CTRL,CUST-L3-008553,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-12011027,2024-05-12,2024-05-12,,2026-01-15,TXN-202405-12011027,71958089271,SKU-MASS-082,HKT-FEST,CUST-L3-011027,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-12020414,2024-05-12,2024-05-12,,2026-01-15,TXN-202405-12020414,739109382371,SKU-MASS-019,BKK-SIAM,CUST-L3-020414,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-12023305,2024-05-12,2024-05-12,,2026-01-15,TXN-202405-12023305,108690488737,SKU-MASS-048,BKK-EMSP,CUST-L3-023305,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-13003278,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13003278,350272350217,SKU-MASS-040,BKK-R9,CUST-L3-003278,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-13003765,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13003765,661834738163,SKU-MASS-040,BKK-R9,CUST-L3-003765,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-13007317,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13007317,877597935733,SKU-MASS-024,BKK-PKT,CUST-L3-007317,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-13008846,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13008846,271953289116,SKU-MASS-061,BKK-PKT,CUST-L3-008846,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-13011763,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13011763,396177270854,SKU-MASS-083,BKK-SIAM,CUST-L3-011763,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-13016117,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13016117,343294498349,SKU-MASS-068,BKK-CTW,CUST-L3-016117,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-13016210,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13016210,176671304007,SKU-MASS-100,REMOTE,CUST-L3-016210,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-13017066,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13017066,765220143417,SKU-MASS-088,CNX-MAYA,CUST-L3-017066,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-13020205,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13020205,964783680817,SKU-MASS-064,BKK-SIAM,CUST-L3-020205,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-13021471,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13021471,990379927059,SKU-MASS-078,HKT-FEST,CUST-L3-021471,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-13028747,2024-05-13,2024-05-13,,2026-01-15,TXN-202405-13028747,673402354417,AW-MN-001,HKT-FEST,CUST-L3-028747,customer_change_of_mind,EMP-L3-00005,0,16900.00
RET-202405-14000184,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14000184,107130541120,SKU-MASS-087,BKK-SIAM,CUST-L3-000184,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-14003422,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14003422,1094139885908,SKU-MASS-092,BKK-CTW,CUST-L3-003422,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-14007181,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14007181,844887705796,SKU-MASS-096,PTY-CTRL,CUST-L3-007181,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-14013888,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14013888,247447685950,SKU-MASS-090,PTY-CTRL,CUST-L3-013888,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-14015508,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14015508,898502437149,SKU-MASS-046,BKK-EMSP,CUST-L3-015508,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-14018508,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14018508,416680237447,SKU-MASS-033,BKK-SIAM,CUST-L3-018508,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-14020144,2024-05-14,2024-05-14,,2026-01-15,TXN-202405-14020144,496332859141,SKU-MASS-074,BKK-CTW,CUST-L3-020144,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-15001505,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15001505,477187898242,SKU-MASS-033,KKC-CTRL,CUST-L3-001505,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-15003972,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15003972,769346584492,SKU-MASS-103,BKK-SIAM,CUST-L3-003972,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-15004597,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15004597,216828122090,SKU-MASS-107,KKC-CTRL,CUST-L3-004597,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-15006116,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15006116,379831155742,SKU-MASS-041,BKK-PKT,CUST-L3-006116,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-15007292,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15007292,676275662698,SKU-MASS-020,BKK-EMSP,CUST-L3-007292,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-15009301,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15009301,1018774890146,SKU-MASS-017,PTY-CTRL,CUST-L3-009301,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-15010009,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15010009,323733890575,SKU-MASS-088,CNX-MAYA,CUST-L3-010009,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-15014985,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15014985,704728023331,SKU-MASS-025,BKK-CTW,CUST-L3-014985,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-15017150,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15017150,855158157328,SKU-MASS-047,BKK-R9,CUST-L3-017150,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-15017561,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15017561,173677735245,SKU-MASS-079,CNX-MAYA,CUST-L3-017561,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-15019768,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15019768,410685098573,SKU-MASS-060,UDN-CTRL,CUST-L3-019768,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-15021686,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15021686,1051585568412,SKU-MASS-012,KKC-CTRL,CUST-L3-021686,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-15026101,2024-05-15,2024-05-15,,2026-01-15,TXN-202405-15026101,568739890222,SKU-MASS-046,BKK-EMSP,CUST-L3-026101,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-16011512,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16011512,241747380303,SKU-MASS-039,BKK-R9,CUST-L3-011512,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-16014180,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16014180,972167790414,SKU-MASS-024,BKK-CTW,CUST-L3-014180,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-16016898,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16016898,467446870639,SKU-MASS-082,BKK-SIAM,CUST-L3-016898,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-16017835,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16017835,584646124666,SKU-MASS-097,REMOTE,CUST-L3-017835,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-16025953,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16025953,479144834299,SKU-MASS-096,BKK-R9,CUST-L3-025953,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-16026772,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16026772,696643831681,SKU-MASS-023,BKK-R9,CUST-L3-026772,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-16028086,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16028086,554282954372,SKU-MASS-107,BKK-EMSP,CUST-L3-028086,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-16028533,2024-05-16,2024-05-16,,2026-01-15,TXN-202405-16028533,680357847317,SKU-MASS-083,PTY-CTRL,CUST-L3-028533,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-17003553,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17003553,140872264429,SKU-MASS-074,BKK-EMSP,CUST-L3-003553,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-17012292,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17012292,292959713918,SKU-MASS-043,BKK-PKT,CUST-L3-012292,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202405-17013380,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17013380,786401760334,SKU-MASS-106,BKK-CTW,CUST-L3-013380,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-17014152,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17014152,924745565145,SKU-MASS-020,REMOTE,CUST-L3-014152,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-17014580,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17014580,185760426788,SKU-MASS-047,BKK-PKT,CUST-L3-014580,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-17017528,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17017528,585679160482,SKU-MASS-102,REMOTE,CUST-L3-017528,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-17023743,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17023743,997531090491,SKU-MASS-016,KKC-CTRL,CUST-L3-023743,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-17024364,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17024364,941758027903,SKU-MASS-070,BKK-SIAM,CUST-L3-024364,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-17024857,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17024857,672258263138,SKU-MASS-024,HKT-FEST,CUST-L3-024857,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-17028738,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17028738,973812551957,SKU-MASS-022,CNX-MAYA,CUST-L3-028738,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-17028972,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17028972,28342127461,SKU-MASS-025,PTY-CTRL,CUST-L3-028972,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-17029354,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17029354,1046953270761,SKU-MASS-080,REMOTE,CUST-L3-029354,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-17029677,2024-05-17,2024-05-17,,2026-01-15,TXN-202405-17029677,422946588252,WK-SW-004,REMOTE,CUST-L3-029677,customer_change_of_mind,EMP-L3-00005,0,5900.00
RET-202405-18000184,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18000184,169253174785,SKU-MASS-021,BKK-PKT,CUST-L3-000184,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202405-18001791,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18001791,46310717147,SKU-MASS-088,CNX-MAYA,CUST-L3-001791,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-18002257,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18002257,372853085952,SKU-MASS-050,PTY-CTRL,CUST-L3-002257,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202405-18009361,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18009361,316759446444,SKU-MASS-020,CNX-MAYA,CUST-L3-009361,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202405-18011691,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18011691,756948638135,SKU-MASS-022,CNX-MAYA,CUST-L3-011691,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-18013470,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18013470,151961324341,SKU-MASS-016,BKK-EMSP,CUST-L3-013470,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-18017847,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18017847,420674886915,SKU-MASS-007,KKC-CTRL,CUST-L3-017847,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202405-18021913,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18021913,432443124316,SKU-MASS-056,CNX-MAYA,CUST-L3-021913,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-18022909,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18022909,768706320502,SKU-MASS-070,BKK-CTW,CUST-L3-022909,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202405-18023193,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18023193,232471390250,SKU-MASS-057,CNX-MAYA,CUST-L3-023193,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202405-18025846,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18025846,770944058517,SKU-MASS-024,BKK-EMSP,CUST-L3-025846,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202405-18026974,2024-05-18,2024-05-18,,2026-01-15,TXN-202405-18026974,666293500194,SKU-MASS-073,BKK-PKT,CUST-L3-026974,customer_change_of_mind,EMP-L3-00005,0,29900.00
