refund_id,business_event_date,posting_date,effective_date,as_of_date,return_id,cs_interaction_id,customer_id,refund_amount_thb,request_date,approver_employee_id,cosig_employee_id,bank_txn_id
RFD-202404-12006653,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12006653,,CUST-L3-006653,29900.00,2024-04-12,EMP-L3-00005,,BT-202404-688737356547
RFD-202404-12007126,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12007126,,CUST-L3-007126,84900.00,2024-04-12,EMP-L3-00005,,BT-202404-840986049442
RFD-202404-12013129,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12013129,,CUST-L3-013129,4900.00,2024-04-12,EMP-L3-00005,,BT-202404-965261108529
RFD-202404-12017060,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12017060,,CUST-L3-017060,84900.00,2024-04-12,EMP-L3-00005,,BT-202404-220306904944
RFD-202404-12018104,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12018104,,CUST-L3-018104,4900.00,2024-04-12,EMP-L3-00005,,BT-202404-210760549309
RFD-202404-12021301,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12021301,,CUST-L3-021301,18900.00,2024-04-12,EMP-L3-00005,,BT-202404-1025763142407
RFD-202404-12024047,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12024047,,CUST-L3-024047,12900.00,2024-04-12,EMP-L3-00005,,BT-202404-862862680456
RFD-202404-12025058,2024-04-12,2024-04-12,,2026-01-15,RET-202404-12025058,,CUST-L3-025058,4900.00,2024-04-12,EMP-L3-00005,,BT-202404-641449626016
RFD-202404-13007157,2024-04-13,2024-04-13,,2026-01-15,RET-202404-13007157,,CUST-L3-007157,12900.00,2024-04-13,EMP-L3-00005,,BT-202404-334213652836
RFD-202404-15024699,2024-04-15,2024-04-15,,2026-01-15,RET-202404-15024699,,CUST-L3-024699,55900.00,2024-04-15,EMP-L3-00005,,BT-202404-1040028632325
RFD-CL-L1-173080338,2024-04-15,2024-04-15,,2026-01-15,,,CUST-L3-000197,2500.00,2024-04-15,EMP-L3-00010,,BT-CL-L1-3121640
RFD-202404-17024983,2024-04-17,2024-04-17,,2026-01-15,RET-202404-17024983,,CUST-L3-024983,84900.00,2024-04-17,EMP-L3-00005,,BT-202404-610159189540
RFD-202404-18001446,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18001446,,CUST-L3-001446,8500.00,2024-04-18,EMP-L3-00005,,BT-202404-936483773468
RFD-202404-18003971,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18003971,,CUST-L3-003971,18900.00,2024-04-18,EMP-L3-00005,,BT-202404-1010091230379
RFD-202404-18004341,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18004341,,CUST-L3-004341,6900.00,2024-04-18,EMP-L3-00005,,BT-202404-438488262821
RFD-202404-18004641,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18004641,,CUST-L3-004641,29900.00,2024-04-18,EMP-L3-00005,,BT-202404-83672505828
RFD-202404-18005109,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18005109,,CUST-L3-005109,8500.00,2024-04-18,EMP-L3-00005,,BT-202404-1057219629487
RFD-202404-18008403,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18008403,,CUST-L3-008403,6900.00,2024-04-18,EMP-L3-00005,,BT-202404-255576677789
RFD-202404-18008439,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18008439,,CUST-L3-008439,6900.00,2024-04-18,EMP-L3-00005,,BT-202404-785746102570
RFD-202404-18010798,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18010798,,CUST-L3-010798,8500.00,2024-04-18,EMP-L3-00005,,BT-202404-146211789360
RFD-202404-18012768,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18012768,,CUST-L3-012768,24900.00,2024-04-18,EMP-L3-00005,,BT-202404-229357996047
RFD-202404-18016712,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18016712,,CUST-L3-016712,8500.00,2024-04-18,EMP-L3-00005,,BT-202404-751864822253
RFD-202404-18023153,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18023153,,CUST-L3-023153,6900.00,2024-04-18,EMP-L3-00005,,BT-202404-567543096243
RFD-202404-18026913,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18026913,,CUST-L3-026913,24900.00,2024-04-18,EMP-L3-00005,,BT-202404-601969018129
RFD-202404-18026984,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18026984,,CUST-L3-026984,18900.00,2024-04-18,EMP-L3-00005,,BT-202404-523536920692
RFD-202404-18028858,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18028858,,CUST-L3-028858,6900.00,2024-04-18,EMP-L3-00005,,BT-202404-562386121117
RFD-202404-18029108,2024-04-18,2024-04-18,,2026-01-15,RET-202404-18029108,,CUST-L3-029108,16900.00,2024-04-18,EMP-L3-00005,,BT-202404-92997377121
RFD-202404-19000627,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19000627,,CUST-L3-000627,24900.00,2024-04-19,EMP-L3-00005,,BT-202404-782501828522
RFD-202404-19011919,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19011919,,CUST-L3-011919,12900.00,2024-04-19,EMP-L3-00005,,BT-202404-1080321664547
RFD-202404-19021666,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19021666,,CUST-L3-021666,18900.00,2024-04-19,EMP-L3-00005,,BT-202404-636300661974
RFD-202404-19023475,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19023475,,CUST-L3-023475,4900.00,2024-04-19,EMP-L3-00005,,BT-202404-519740196226
RFD-202404-19024163,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19024163,,CUST-L3-024163,55900.00,2024-04-19,EMP-L3-00005,,BT-202404-26275184878
RFD-202404-19028875,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19028875,,CUST-L3-028875,18900.00,2024-04-19,EMP-L3-00005,,BT-202404-195140773999
RFD-202404-19029163,2024-04-19,2024-04-19,,2026-01-15,RET-202404-19029163,,CUST-L3-029163,8500.00,2024-04-19,EMP-L3-00005,,BT-202404-155253015502
RFD-202404-20000094,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20000094,,CUST-L3-000094,18900.00,2024-04-20,EMP-L3-00005,,BT-202404-653593321569
RFD-202404-20003594,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20003594,,CUST-L3-003594,29900.00,2024-04-20,EMP-L3-00005,,BT-202404-771077778316
RFD-202404-20005060,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20005060,,CUST-L3-005060,24900.00,2024-04-20,EMP-L3-00005,,BT-202404-417136050427
RFD-202404-20012102,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20012102,,CUST-L3-012102,55900.00,2024-04-20,EMP-L3-00005,,BT-202404-1030286307281
RFD-202404-20012650,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20012650,,CUST-L3-012650,4900.00,2024-04-20,EMP-L3-00005,,BT-202404-421573378390
RFD-202404-20015130,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20015130,,CUST-L3-015130,42900.00,2024-04-20,EMP-L3-00005,,BT-202404-502255651652
RFD-202404-20016049,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20016049,,CUST-L3-016049,8500.00,2024-04-20,EMP-L3-00005,,BT-202404-175951857715
RFD-202404-20025559,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20025559,,CUST-L3-025559,12900.00,2024-04-20,EMP-L3-00005,,BT-202404-434497574599
RFD-202404-20025830,2024-04-20,2024-04-20,,2026-01-15,RET-202404-20025830,,CUST-L3-025830,55900.00,2024-04-20,EMP-L3-00005,,BT-202404-980272851996
RFD-202404-21007495,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21007495,,CUST-L3-007495,18900.00,2024-04-21,EMP-L3-00005,,BT-202404-696169439509
RFD-202404-21007685,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21007685,,CUST-L3-007685,4900.00,2024-04-21,EMP-L3-00005,,BT-202404-818668988072
RFD-202404-21008728,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21008728,,CUST-L3-008728,24900.00,2024-04-21,EMP-L3-00005,,BT-202404-31018606775
RFD-202404-21010460,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21010460,,CUST-L3-010460,4900.00,2024-04-21,EMP-L3-00005,,BT-202404-665813512345
RFD-202404-21014350,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21014350,,CUST-L3-014350,4900.00,2024-04-21,EMP-L3-00005,,BT-202404-240466323561
RFD-202404-21016707,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21016707,,CUST-L3-016707,4900.00,2024-04-21,EMP-L3-00005,,BT-202404-253295320760
RFD-202404-21020241,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21020241,,CUST-L3-020241,29900.00,2024-04-21,EMP-L3-00005,,BT-202404-395752633037
RFD-202404-21021425,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21021425,,CUST-L3-021425,8500.00,2024-04-21,EMP-L3-00005,,BT-202404-21265283252
RFD-202404-21021718,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21021718,,CUST-L3-021718,18900.00,2024-04-21,EMP-L3-00005,,BT-202404-651088217697
RFD-202404-21023449,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21023449,,CUST-L3-023449,24900.00,2024-04-21,EMP-L3-00005,,BT-202404-640788461941
RFD-202404-21026359,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21026359,,CUST-L3-026359,29900.00,2024-04-21,EMP-L3-00005,,BT-202404-373198012139
RFD-202404-21029014,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21029014,,CUST-L3-029014,6900.00,2024-04-21,EMP-L3-00005,,BT-202404-640668156233
RFD-202404-21029523,2024-04-21,2024-04-21,,2026-01-15,RET-202404-21029523,,CUST-L3-029523,29900.00,2024-04-21,EMP-L3-00005,,BT-202404-934383109163
RFD-202404-22004842,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22004842,,CUST-L3-004842,6900.00,2024-04-22,EMP-L3-00005,,BT-202404-1052512123707
RFD-202404-22005963,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22005963,,CUST-L3-005963,12900.00,2024-04-22,EMP-L3-00005,,BT-202404-422257083975
RFD-202404-22013060,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22013060,,CUST-L3-013060,4900.00,2024-04-22,EMP-L3-00005,,BT-202404-415456528631
RFD-202404-22014079,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22014079,,CUST-L3-014079,12900.00,2024-04-22,EMP-L3-00005,,BT-202404-439756771131
RFD-202404-22019084,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22019084,,CUST-L3-019084,29900.00,2024-04-22,EMP-L3-00005,,BT-202404-400133386553
RFD-202404-22019973,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22019973,,CUST-L3-019973,24900.00,2024-04-22,EMP-L3-00005,,BT-202404-203227383572
RFD-202404-22021697,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22021697,,CUST-L3-021697,8500.00,2024-04-22,EMP-L3-00005,,BT-202404-792824959811
RFD-202404-22026131,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22026131,,CUST-L3-026131,4900.00,2024-04-22,EMP-L3-00005,,BT-202404-113512495066
RFD-202404-22027061,2024-04-22,2024-04-22,,2026-01-15,RET-202404-22027061,,CUST-L3-027061,4900.00,2024-04-22,EMP-L3-00005,,BT-202404-677617075938
RFD-202404-23002935,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23002935,,CUST-L3-002935,55900.00,2024-04-23,EMP-L3-00005,,BT-202404-968384355572
RFD-202404-23004323,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23004323,,CUST-L3-004323,8500.00,2024-04-23,EMP-L3-00005,,BT-202404-925596481631
RFD-202404-23004763,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23004763,,CUST-L3-004763,24900.00,2024-04-23,EMP-L3-00005,,BT-202404-95157795849
RFD-202404-23005304,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23005304,,CUST-L3-005304,18900.00,2024-04-23,EMP-L3-00005,,BT-202404-384642390865
RFD-202404-23005965,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23005965,,CUST-L3-005965,12900.00,2024-04-23,EMP-L3-00005,,BT-202404-751147415988
RFD-202404-23006818,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23006818,,CUST-L3-006818,29900.00,2024-04-23,EMP-L3-00005,,BT-202404-809799022094
RFD-202404-23010142,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23010142,,CUST-L3-010142,4900.00,2024-04-23,EMP-L3-00005,,BT-202404-257707241575
RFD-202404-23012940,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23012940,,CUST-L3-012940,55900.00,2024-04-23,EMP-L3-00005,,BT-202404-991866587004
RFD-202404-23021030,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23021030,,CUST-L3-021030,55900.00,2024-04-23,EMP-L3-00005,,BT-202404-453974277498
RFD-202404-23022092,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23022092,,CUST-L3-022092,29900.00,2024-04-23,EMP-L3-00005,,BT-202404-1075931922662
RFD-202404-23028501,2024-04-23,2024-04-23,,2026-01-15,RET-202404-23028501,,CUST-L3-028501,24900.00,2024-04-23,EMP-L3-00005,,BT-202404-445159467789
RFD-202404-24000481,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24000481,,CUST-L3-000481,55900.00,2024-04-24,EMP-L3-00005,,BT-202404-794847942338
RFD-202404-24000540,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24000540,,CUST-L3-000540,18900.00,2024-04-24,EMP-L3-00005,,BT-202404-957148710558
RFD-202404-24000574,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24000574,,CUST-L3-000574,8500.00,2024-04-24,EMP-L3-00005,,BT-202404-4505620868
RFD-202404-24002133,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24002133,,CUST-L3-002133,29900.00,2024-04-24,EMP-L3-00005,,BT-202404-14976351013
RFD-202404-24002621,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24002621,,CUST-L3-002621,12900.00,2024-04-24,EMP-L3-00005,,BT-202404-1049025374067
RFD-202404-24005191,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24005191,,CUST-L3-005191,18900.00,2024-04-24,EMP-L3-00005,,BT-202404-893914944387
RFD-202404-24012490,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24012490,,CUST-L3-012490,8500.00,2024-04-24,EMP-L3-00005,,BT-202404-977741397556
RFD-202404-24014818,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24014818,,CUST-L3-014818,29900.00,2024-04-24,EMP-L3-00005,,BT-202404-425037635367
RFD-202404-24016695,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24016695,,CUST-L3-016695,24900.00,2024-04-24,EMP-L3-00005,,BT-202404-1003184828814
RFD-202404-24019270,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24019270,,CUST-L3-019270,12900.00,2024-04-24,EMP-L3-00005,,BT-202404-777627038355
RFD-202404-24024267,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24024267,,CUST-L3-024267,8500.00,2024-04-24,EMP-L3-00005,,BT-202404-1067532697462
RFD-202404-24029850,2024-04-24,2024-04-24,,2026-01-15,RET-202404-24029850,,CUST-L3-029850,18900.00,2024-04-24,EMP-L3-00005,,BT-202404-109165797175
RFD-202404-25006168,2024-04-25,2024-04-25,,2026-01-15,RET-202404-25006168,,CUST-L3-006168,24900.00,2024-04-25,EMP-L3-00005,,BT-202404-403847863058
RFD-202404-25018471,2024-04-25,2024-04-25,,2026-01-15,RET-202404-25018471,,CUST-L3-018471,55900.00,2024-04-25,EMP-L3-00005,,BT-202404-1092931007871
RFD-202404-25021197,2024-04-25,2024-04-25,,2026-01-15,RET-202404-25021197,,CUST-L3-021197,55900.00,2024-04-25,EMP-L3-00005,,BT-202404-94557212691
RFD-202404-25022523,2024-04-25,2024-04-25,,2026-01-15,RET-202404-25022523,,CUST-L3-022523,12900.00,2024-04-25,EMP-L3-00005,,BT-202404-1066071829598
RFD-202404-25023572,2024-04-25,2024-04-25,,2026-01-15,RET-202404-25023572,,CUST-L3-023572,4900.00,2024-04-25,EMP-L3-00005,,BT-202404-271216573554
RFD-202404-26006607,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26006607,,CUST-L3-006607,55900.00,2024-04-26,EMP-L3-00005,,BT-202404-211058022323
RFD-202404-26009464,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26009464,,CUST-L3-009464,6900.00,2024-04-26,EMP-L3-00005,,BT-202404-1044965724554
RFD-202404-26014610,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26014610,,CUST-L3-014610,55900.00,2024-04-26,EMP-L3-00005,,BT-202404-1044882384145
RFD-202404-26019073,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26019073,,CUST-L3-019073,24900.00,2024-04-26,EMP-L3-00005,,BT-202404-262465413098
RFD-202404-26022025,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26022025,,CUST-L3-022025,8500.00,2024-04-26,EMP-L3-00005,,BT-202404-420501136304
RFD-202404-26023830,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26023830,,CUST-L3-023830,18900.00,2024-04-26,EMP-L3-00005,,BT-202404-436753778057
RFD-202404-26024208,2024-04-26,2024-04-26,,2026-01-15,RET-202404-26024208,,CUST-L3-024208,12900.00,2024-04-26,EMP-L3-00005,,BT-202404-821217416694
RFD-202404-27000090,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27000090,,CUST-L3-000090,24900.00,2024-04-27,EMP-L3-00005,,BT-202404-881422668545
RFD-202404-27000215,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27000215,,CUST-L3-000215,24900.00,2024-04-27,EMP-L3-00005,,BT-202404-397236208141
RFD-202404-27003657,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27003657,,CUST-L3-003657,4900.00,2024-04-27,EMP-L3-00005,,BT-202404-190370120687
RFD-202404-27005954,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27005954,,CUST-L3-005954,6900.00,2024-04-27,EMP-L3-00005,,BT-202404-354704125337
RFD-202404-27009402,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27009402,,CUST-L3-009402,6900.00,2024-04-27,EMP-L3-00005,,BT-202404-387312885937
RFD-202404-27010493,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27010493,,CUST-L3-010493,18900.00,2024-04-27,EMP-L3-00005,,BT-202404-190679236186
RFD-202404-27013877,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27013877,,CUST-L3-013877,6900.00,2024-04-27,EMP-L3-00005,,BT-202404-611573208728
RFD-202404-27019568,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27019568,,CUST-L3-019568,24900.00,2024-04-27,EMP-L3-00005,,BT-202404-442769994501
RFD-202404-27025114,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27025114,,CUST-L3-025114,18900.00,2024-04-27,EMP-L3-00005,,BT-202404-621080810928
RFD-202404-27027849,2024-04-27,2024-04-27,,2026-01-15,RET-202404-27027849,,CUST-L3-027849,55900.00,2024-04-27,EMP-L3-00005,,BT-202404-127854867202
RFD-202404-28000652,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28000652,,CUST-L3-000652,18900.00,2024-04-28,EMP-L3-00005,,BT-202404-986216424344
RFD-202404-28002209,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28002209,,CUST-L3-002209,55900.00,2024-04-28,EMP-L3-00005,,BT-202404-371987349185
RFD-202404-28002735,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28002735,,CUST-L3-002735,8500.00,2024-04-28,EMP-L3-00005,,BT-202404-212510456056
RFD-202404-28003536,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28003536,,CUST-L3-003536,84900.00,2024-04-28,EMP-L3-00005,,BT-202404-529292486032
RFD-202404-28003874,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28003874,,CUST-L3-003874,8500.00,2024-04-28,EMP-L3-00005,,BT-202404-801484113246
RFD-202404-28006531,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28006531,,CUST-L3-006531,8500.00,2024-04-28,EMP-L3-00005,,BT-202404-339968413688
RFD-202404-28008499,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28008499,,CUST-L3-008499,18900.00,2024-04-28,EMP-L3-00005,,BT-202404-647392977352
RFD-202404-28009756,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28009756,,CUST-L3-009756,84900.00,2024-04-28,EMP-L3-00005,,BT-202404-653268969665
RFD-202404-28019399,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28019399,,CUST-L3-019399,29900.00,2024-04-28,EMP-L3-00005,,BT-202404-319183315252
RFD-202404-28021205,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28021205,,CUST-L3-021205,4900.00,2024-04-28,EMP-L3-00005,,BT-202404-974984734988
RFD-202404-28025056,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28025056,,CUST-L3-025056,6900.00,2024-04-28,EMP-L3-00005,,BT-202404-601641904080
RFD-202404-28028733,2024-04-28,2024-04-28,,2026-01-15,RET-202404-28028733,,CUST-L3-028733,18900.00,2024-04-28,EMP-L3-00005,,BT-202404-181588671082
RFD-202404-29001548,2024-04-29,2024-04-29,,2026-01-15,RET-202404-29001548,,CUST-L3-001548,4900.00,2024-04-29,EMP-L3-00005,,BT-202404-454294570683
RFD-202404-29004903,2024-04-29,2024-04-29,,2026-01-15,RET-202404-29004903,,CUST-L3-004903,8500.00,2024-04-29,EMP-L3-00005,,BT-202404-907635123021
RFD-202404-29022551,2024-04-29,2024-04-29,,2026-01-15,RET-202404-29022551,,CUST-L3-022551,6900.00,2024-04-29,EMP-L3-00005,,BT-202404-362516260755
RFD-202404-29026330,2024-04-29,2024-04-29,,2026-01-15,RET-202404-29026330,,CUST-L3-026330,8500.00,2024-04-29,EMP-L3-00005,,BT-202404-174365518803
RFD-202404-29027098,2024-04-29,2024-04-29,,2026-01-15,RET-202404-29027098,,CUST-L3-027098,24900.00,2024-04-29,EMP-L3-00005,,BT-202404-447857729193
RFD-202404-29028415,2024-04-29,2024-04-29,,2026-01-15,RET-202404-29028415,,CUST-L3-028415,29900.00,2024-04-29,EMP-L3-00005,,BT-202404-592361507388
RFD-202404-30004320,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30004320,,CUST-L3-004320,8500.00,2024-04-30,EMP-L3-00005,,BT-202404-506930169440
RFD-202404-30007364,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30007364,,CUST-L3-007364,8500.00,2024-04-30,EMP-L3-00005,,BT-202404-5981043275
RFD-202404-30011270,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30011270,,CUST-L3-011270,12900.00,2024-04-30,EMP-L3-00005,,BT-202404-477741709140
RFD-202404-30013439,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30013439,,CUST-L3-013439,24900.00,2024-04-30,EMP-L3-00005,,BT-202404-575529491778
RFD-202404-30015744,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30015744,,CUST-L3-015744,8500.00,2024-04-30,EMP-L3-00005,,BT-202404-124068812011
RFD-202404-30017954,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30017954,,CUST-L3-017954,18900.00,2024-04-30,EMP-L3-00005,,BT-202404-965243422051
RFD-202404-30021199,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30021199,,CUST-L3-021199,29900.00,2024-04-30,EMP-L3-00005,,BT-202404-406012923721
RFD-202404-30022589,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30022589,,CUST-L3-022589,4900.00,2024-04-30,EMP-L3-00005,,BT-202404-548111059222
RFD-202404-30029683,2024-04-30,2024-04-30,,2026-01-15,RET-202404-30029683,,CUST-L3-029683,29900.00,2024-04-30,EMP-L3-00005,,BT-202404-943224719074
RFD-202405-01000262,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01000262,,CUST-L3-000262,8500.00,2024-05-01,EMP-L3-00005,,BT-202405-390076435220
RFD-202405-01000378,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01000378,,CUST-L3-000378,55900.00,2024-05-01,EMP-L3-00005,,BT-202405-1069361184507
RFD-202405-01002840,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01002840,,CUST-L3-002840,8500.00,2024-05-01,EMP-L3-00005,,BT-202405-156569758174
RFD-202405-01003647,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01003647,,CUST-L3-003647,29900.00,2024-05-01,EMP-L3-00005,,BT-202405-983134479544
RFD-202405-01004625,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01004625,,CUST-L3-004625,8500.00,2024-05-01,EMP-L3-00005,,BT-202405-1058010380918
RFD-202405-01005683,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01005683,,CUST-L3-005683,55900.00,2024-05-01,EMP-L3-00005,,BT-202405-440595251265
RFD-202405-01006409,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01006409,,CUST-L3-006409,55900.00,2024-05-01,EMP-L3-00005,,BT-202405-368932603517
RFD-202405-01007692,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01007692,,CUST-L3-007692,29900.00,2024-05-01,EMP-L3-00005,,BT-202405-427036616362
RFD-202405-01008027,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01008027,,CUST-L3-008027,12900.00,2024-05-01,EMP-L3-00005,,BT-202405-841071068369
RFD-202405-01011613,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01011613,,CUST-L3-011613,24900.00,2024-05-01,EMP-L3-00005,,BT-202405-7883043856
RFD-202405-01013548,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01013548,,CUST-L3-013548,12900.00,2024-05-01,EMP-L3-00005,,BT-202405-722674502055
RFD-202405-01018031,2024-05-01,2024-05-01,,2026-01-15,RET-202405-01018031,,CUST-L3-018031,29900.00,2024-05-01,EMP-L3-00005,,BT-202405-767385724241
RFD-202405-02000842,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02000842,,CUST-L3-000842,18900.00,2024-05-02,EMP-L3-00005,,BT-202405-873530483761
RFD-202405-02001202,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02001202,,CUST-L3-001202,8500.00,2024-05-02,EMP-L3-00005,,BT-202405-1018951333218
RFD-202405-02009844,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02009844,,CUST-L3-009844,4900.00,2024-05-02,EMP-L3-00005,,BT-202405-71192292906
RFD-202405-02011910,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02011910,,CUST-L3-011910,24900.00,2024-05-02,EMP-L3-00005,,BT-202405-228243657127
RFD-202405-02017925,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02017925,,CUST-L3-017925,55900.00,2024-05-02,EMP-L3-00005,,BT-202405-989386163272
RFD-202405-02019853,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02019853,,CUST-L3-019853,12900.00,2024-05-02,EMP-L3-00005,,BT-202405-89118182913
RFD-202405-02020361,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02020361,,CUST-L3-020361,6900.00,2024-05-02,EMP-L3-00005,,BT-202405-248567826668
RFD-202405-02021025,2024-05-02,2024-05-02,,2026-01-15,RET-202405-02021025,,CUST-L3-021025,18900.00,2024-05-02,EMP-L3-00005,,BT-202405-858784968426
